PO_ID,PO_Line_ID,Supplier_ID,Product_ID,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Ordered_Quantity,Received_Quantity,Planned_Unit_Cost,Actual_Unit_Cost,PO_Status
PO002644,PO002644-L4,S006,P0198,2023-06-26,2023-07-05,2023-07-14,1141,894,948.92,948.48,Completed
PO002644,PO002644-L5,S006,P0069,2023-06-26,2023-07-05,2023-07-14,415,339,21110.67,21960.15,Completed
PO002644,PO002644-L6,S006,P0079,2023-06-26,2023-07-05,2023-07-14,683,594,917.57,881.75,Completed
PO002644,PO002644-L7,S006,P0037,2023-06-26,2023-07-05,2023-07-14,683,536,846.39,877.35,Completed
PO002645,PO002645-L1,S006,P0179,2023-06-28,2023-07-11,2023-08-01,190,153,2510.83,2607.23,Completed
PO002645,PO002645-L2,S006,P0198,2023-06-28,2023-07-11,2023-08-01,917,735,970.99,1005.15,Completed
PO002645,PO002645-L3,S006,P0167,2023-06-28,2023-07-11,2023-08-01,432,354,1570.54,1505.74,Completed
PO002646,PO002646-L1,S006,P0198,2023-07-02,2023-07-12,2023-07-13,1062,919,971.21,1121.26,Completed
PO002647,PO002647-L1,S006,P0077,2023-07-04,2023-07-15,2023-08-04,384,324,176.74,163.29,Completed
PO002647,PO002647-L2,S006,P0037,2023-07-04,2023-07-15,2023-08-04,1327,1069,873.59,901.79,Completed
PO002647,PO002647-L3,S006,P0198,2023-07-04,2023-07-15,,366,288,949.08,871.97,Completed
PO002647,PO002647-L4,S006,P0016,2023-07-04,2023-07-15,2023-08-04,253,221,558.34,549.9,Completed
PO002647,PO002647-L5,S006,P0157,2023-07-04,2023-07-15,2023-08-04,501,394,5579.56,5468.15,Completed
PO002647,PO002647-L6,S006,P0167,2023-07-04,2023-07-15,2023-08-04,875,703,1599.25,1543.3,Completed
PO002648,PO002648-L1,S006,P0069,2023-07-08,2023-07-18,2023-08-05,491,461,21144.89,20999.78,Completed
PO002648,PO002648-L2,S006,P0165,2023-07-08,2023-07-18,2023-08-05,322,277,11354.66,11111.35,Completed
PO002648,PO002648-L3,S006,P0157,2023-07-08,2023-07-18,2023-08-05,1342,1160,5313.21,5495.09,Completed
PO002648,PO002648-L4,S006,P0136,2023-07-08,2023-07-18,2023-08-05,122,109,1822.14,1728.89,Completed
PO002648,PO002648-L5,S006,P0079,2023-07-08,2023-07-18,2023-08-05,639,452,914.14,952.27,Completed
PO002649,PO002649-L1,S006,P0069,2023-07-12,2023-07-24,,179,0,21405.28,,Open
PO002650,PO002650-L1,S006,P0165,2023-07-14,2023-07-23,2023-07-22,581,480,11254.93,11060.0,Completed
PO002650,PO002650-L2,S006,P0037,2023-07-14,2023-07-23,2023-07-22,381,310,880.51,847.46,Completed
PO002650,PO002650-L3,S006,P0179,2023-07-14,2023-07-23,2023-07-22,929,758,2535.54,2639.7,Completed
PO002650,PO002650-L4,S006,P0136,2023-07-14,2023-07-23,2023-07-22,260,250,1770.5,1791.42,Completed
PO002650,PO002650-L5,S006,P0079,2023-07-14,2023-07-23,2023-07-22,1088,862,905.51,874.93,Completed
PO002650,PO002650-L6,S006,P0198,2023-07-14,2023-07-23,2023-07-22,114,97,941.41,1137.23,Completed
PO002650,PO002650-L7,S006,P0167,2023-07-14,2023-07-23,2023-07-22,1474,1206,1543.35,1631.11,Completed
PO002651,PO002651-L1,S006,P0079,2023-07-18,2023-07-24,2023-08-10,1328,1202,908.61,990.68,Completed
PO002651,PO002651-L2,S006,P0157,2023-07-18,2023-07-24,2023-08-10,430,332,5456.41,4996.86,Completed
PO002651,PO002651-L3,S006,P0165,2023-07-18,2023-07-24,2023-08-10,181,155,11186.18,11274.2,Completed
PO002652,PO002652-L1,S006,P0077,2023-07-20,2023-07-31,2023-08-07,365,318,173.56,170.06,Completed
PO002652,PO002652-L2,S006,P0198,2023-07-20,2023-07-31,2023-08-07,1181,1013,971.33,969.71,Completed
PO002652,PO002652-L3,S006,P0157,2023-07-20,2023-07-31,2023-08-07,1221,935,5375.46,5020.18,Completed
PO002652,PO002652-L4,S006,P0165,2023-07-20,2023-07-31,2023-08-07,1048,899,11260.81,11473.14,Completed
PO002652,PO002652-L5,S006,P0079,2023-07-20,2023-07-31,2023-08-07,777,722,899.41,901.76,Completed
PO002652,PO002652-L6,S006,P0179,2023-07-20,2023-07-31,2023-08-07,1007,771,2518.28,2507.74,Completed
PO002652,PO002652-L7,S006,P0136,2023-07-20,2023-07-31,2023-08-07,1300,1110,1812.98,1783.35,Completed
PO002653,PO002653-L1,S006,P0136,2023-07-23,2023-08-07,2023-08-08,666,591,1769.39,1805.99,Completed
PO002653,PO002653-L2,S006,P0167,2023-07-23,2023-08-07,2023-08-08,530,503,1568.76,1583.03,Completed
PO002653,PO002653-L3,S006,P0016,2023-07-23,2023-08-07,2023-08-08,1118,985,529.17,506.19,Completed
PO002654,PO002654-L1,S006,P0016,2023-07-25,2023-08-04,2023-08-03,860,727,553.26,545.33,Completed
PO002654,PO002654-L2,S006,P0037,2023-07-25,2023-08-04,2023-08-03,995,936,859.52,888.14,Completed
PO002654,PO002654-L3,S006,P0157,2023-07-25,2023-08-04,2023-08-03,694,653,5323.41,5694.2,Completed
PO002654,PO002654-L4,S006,P0198,2023-07-25,2023-08-04,2023-08-03,169,129,957.24,932.85,Completed
PO002655,PO002655-L1,S006,P0157,2023-07-29,2023-08-12,2023-08-14,1057,966,5380.3,5480.45,Completed
PO002655,PO002655-L2,S006,P0136,2023-07-29,2023-08-12,2023-08-14,902,816,1829.56,1750.61,Completed
PO002655,PO002655-L3,S006,P0037,2023-07-29,2023-08-12,2023-08-14,609,518,882.36,945.71,Completed
PO002655,PO002655-L4,S006,P0077,2023-07-29,2023-08-12,2023-08-14,550,465,173.79,174.95,Completed
PO002656,PO002656-L1,S006,P0157,2023-07-31,2023-08-10,2023-08-17,419,362,5381.84,5363.19,Completed
PO002656,PO002656-L2,S006,P0165,2023-07-31,2023-08-10,2023-08-17,982,748,11053.26,11370.88,Completed
PO002656,PO002656-L3,S006,P0198,2023-07-31,2023-08-10,2023-08-17,539,431,953.4,935.05,Completed
PO002656,PO002656-L4,S006,P0136,2023-07-31,2023-08-10,2023-08-17,729,535,1770.71,1769.18,Completed
PO002656,PO002656-L5,S006,P0179,2023-07-31,2023-08-10,2023-08-17,1169,968,2507.93,2712.52,Completed
PO002656,PO002656-L6,S006,P0037,2023-07-31,2023-08-10,2023-08-17,1417,1272,866.08,874.29,Completed
PO002657,PO002657-L1,S006,P0037,2023-08-04,2023-08-15,2023-08-24,1230,1027,890.94,951.01,Completed
PO002657,PO002657-L2,S006,P0136,2023-08-04,2023-08-15,2023-08-24,785,664,1762.61,1770.53,Completed
PO002657,PO002657-L3,S006,P0167,2023-08-04,2023-08-15,2023-08-24,1191,858,1556.0,1667.15,Completed
PO002658,PO002658-L1,S006,P0179,2023-08-06,2023-08-17,2023-08-21,270,216,2602.95,2665.71,Completed
PO002658,PO002658-L2,S006,P0079,2023-08-06,2023-08-17,2023-08-21,132,99,931.31,898.57,Completed
PO002658,PO002658-L3,S006,P0157,2023-08-06,2023-08-17,2023-08-21,197,140,5320.82,5403.14,Completed
PO002658,PO002658-L4,S006,P0069,2023-08-06,2023-08-17,2023-08-21,1309,1185,21435.02,21686.03,Completed
PO002658,PO002658-L5,S006,P0198,2023-08-06,2023-08-17,2023-08-21,1018,985,968.99,919.51,Completed
PO002658,PO002658-L6,S006,P0077,2023-08-06,2023-08-17,2023-08-21,845,690,178.86,184.09,Completed
PO002659,PO002659-L1,S006,P0016,2023-08-09,2023-08-18,2023-08-20,1441,1309,547.83,557.01,Completed
PO002659,PO002659-L2,S006,P0069,2023-08-09,2023-08-18,2023-08-20,503,349,20605.74,19665.34,Completed
PO002659,PO002659-L3,S006,P0157,2023-08-09,2023-08-18,2023-08-20,772,642,5426.48,5337.2,Completed
PO002659,PO002659-L4,S006,P0079,2023-08-09,2023-08-18,2023-08-20,1284,1240,900.04,938.0,Completed
PO002660,PO002660-L1,S006,P0016,2023-08-11,2023-08-17,2023-08-16,1420,1156,526.8,657.41,Completed
PO002660,PO002660-L2,S006,P0037,2023-08-11,2023-08-17,2023-08-16,170,138,883.05,920.14,Completed
PO002660,PO002660-L3,S006,P0157,2023-08-11,2023-08-17,2023-08-16,1441,926,5561.84,5494.87,Completed
PO002661,PO002661-L1,S006,P0198,2023-08-13,2023-08-24,2023-08-23,597,554,957.39,943.43,Completed
PO002661,PO002661-L2,S006,P0157,2023-08-13,2023-08-24,2023-08-23,1122,928,5378.78,5504.65,Completed
PO002661,PO002661-L3,S006,P0136,2023-08-13,2023-08-24,2023-08-23,1486,1057,1745.71,1694.17,Completed
PO002661,PO002661-L4,S006,P0069,2023-08-13,2023-08-24,2023-08-23,1187,1029,21335.69,20796.59,Completed
PO002661,PO002661-L5,S006,P0167,2023-08-13,2023-08-24,2023-08-23,1072,986,1522.91,1463.42,Completed
PO002661,PO002661-L6,S006,P0037,2023-08-13,2023-08-24,2023-08-23,1104,787,859.28,790.76,Completed
PO002661,PO002661-L7,S006,P0016,2023-08-13,2023-08-24,2023-08-23,1210,1135,544.11,517.56,Completed
PO002662,PO002662-L1,S006,P0016,2023-08-17,2023-08-23,2023-09-03,867,618,537.13,529.83,Completed
PO002662,PO002662-L2,S006,P0069,2023-08-17,2023-08-23,2023-09-03,609,542,20946.56,22343.62,Completed
PO002662,PO002662-L3,S006,P0136,2023-08-17,2023-08-23,2023-09-03,1136,970,1730.79,1717.38,Completed
PO002662,PO002662-L4,S006,P0179,2023-08-17,2023-08-23,2023-09-03,1154,785,2516.64,2522.12,Completed
PO002662,PO002662-L5,S006,P0077,2023-08-17,2023-08-23,2023-09-03,934,788,182.73,192.47,Completed
PO002662,PO002662-L6,S006,P0157,2023-08-17,2023-08-23,2023-09-03,1054,791,5426.76,5404.66,Completed
PO002662,PO002662-L7,S006,P0167,2023-08-17,2023-08-23,2023-09-03,807,676,1586.12,1568.11,Completed
PO002663,PO002663-L1,S006,P0165,2023-08-20,2023-08-29,2023-08-30,818,659,10859.31,10755.92,Completed
PO002664,PO002664-L1,S006,P0079,2023-08-24,2023-09-05,2023-09-04,1175,888,909.34,916.24,Completed
PO002664,PO002664-L2,S006,P0069,2023-08-24,2023-09-05,2023-09-04,1213,1048,20880.45,21435.46,Completed
PO002664,PO002664-L3,S006,P0167,2023-08-24,2023-09-05,2023-09-04,1327,1071,1536.12,1425.85,Completed
PO002664,PO002664-L4,S006,P0016,2023-08-24,2023-09-05,2023-09-04,1195,968,536.38,526.31,Completed
PO002664,PO002664-L5,S006,P0157,2023-08-24,2023-09-05,2023-09-04,1007,782,5581.33,5557.77,Completed
PO002664,PO002664-L6,S006,P0077,2023-08-24,2023-09-05,2023-09-04,864,808,179.34,195.93,Completed
PO002664,PO002664-L7,S006,P0198,2023-08-24,2023-09-05,2023-09-04,507,392,948.8,928.78,Completed
PO002665,PO002665-L1,S006,P0136,2023-08-26,2023-09-08,2023-09-11,1359,1199,1737.29,1762.64,Completed
PO002665,PO002665-L2,S006,P0077,2023-08-26,2023-09-08,2023-09-11,208,169,173.87,175.88,Completed
PO002665,PO002665-L3,S006,P0167,2023-08-26,2023-09-08,2023-09-11,1189,1089,1519.26,1435.47,Completed
PO002665,PO002665-L4,S006,P0157,2023-08-26,2023-09-08,2023-09-11,631,568,5555.2,5776.48,Completed
PO002666,PO002666-L1,S006,P0157,2023-08-29,2023-09-10,2023-09-18,1485,1261,5337.58,5213.85,Completed
PO002666,PO002666-L2,S006,P0077,2023-08-29,2023-09-10,2023-09-18,1430,1185,173.03,180.95,Completed
PO002666,PO002666-L3,S006,P0069,2023-08-29,2023-09-10,2023-09-18,692,511,20554.86,20212.39,Completed
PO002666,PO002666-L4,S006,P0016,2023-08-29,2023-09-10,2023-09-18,1060,890,542.15,543.48,Completed
PO002666,PO002666-L5,S006,P0179,2023-08-29,2023-09-10,2023-09-18,323,280,2540.41,2268.47,Completed
PO002666,PO002666-L6,S006,P0167,2023-08-29,2023-09-10,2023-09-18,782,554,1589.31,1541.36,Completed
PO002666,PO002666-L7,S006,P0165,2023-08-29,2023-09-10,2023-09-18,1454,1266,11378.63,12030.28,Completed
PO002667,PO002667-L1,S006,P0037,2023-08-31,2023-09-11,2023-09-13,888,799,881.72,863.98,Completed
PO002667,PO002667-L2,S006,P0077,2023-08-31,2023-09-11,2023-09-13,1263,1000,182.92,194.3,Completed
PO002667,PO002667-L3,S006,P0136,2023-08-31,2023-09-11,2023-09-13,1045,786,1813.72,1899.69,Completed
PO002667,PO002667-L4,S006,P0016,2023-08-31,2023-09-11,2023-09-13,726,644,538.77,544.18,Completed
PO002667,PO002667-L5,S006,P0198,2023-08-31,2023-09-11,2023-09-13,262,205,926.46,946.99,Completed
PO002668,PO002668-L1,S006,P0077,2023-09-04,2023-09-15,2023-09-30,231,205,175.96,180.57,Completed
PO002668,PO002668-L2,S006,P0157,2023-09-04,2023-09-15,2023-09-30,431,376,5301.79,5391.47,Completed
PO002669,PO002669-L1,S006,P0167,2023-09-06,2023-09-15,2023-09-17,604,434,1578.23,1641.83,Completed
PO002669,PO002669-L2,S006,P0016,2023-09-06,2023-09-15,2023-09-17,284,229,528.02,502.75,Completed
PO002669,PO002669-L3,S006,P0165,2023-09-06,2023-09-15,2023-09-17,1454,1274,10888.81,11110.46,Completed
PO002670,PO002670-L1,S006,P0077,2023-09-08,2023-09-19,2023-10-20,287,218,181.28,179.87,Completed
PO002670,PO002670-L2,S006,P0079,2023-09-08,2023-09-19,2023-10-20,1300,1101,940.37,1022.3,Completed
PO002670,PO002670-L3,S006,P0069,2023-09-08,2023-09-19,2023-10-20,1259,1011,20592.07,21169.5,Completed
PO002670,PO002670-L4,S006,P0136,2023-09-08,2023-09-19,2023-10-20,1079,881,1790.78,1694.71,Completed
PO002670,PO002670-L5,S006,P0037,2023-09-08,2023-09-19,2023-10-20,966,824,883.71,901.25,Completed
PO002671,PO002671-L1,S006,P0037,2023-09-12,2023-09-19,2023-10-07,91,74,874.36,840.04,Completed
PO002671,PO002671-L2,S006,P0077,2023-09-12,2023-09-19,2023-10-07,659,542,175.53,173.53,Completed
PO002671,PO002671-L3,S006,P0198,2023-09-12,2023-09-19,2023-10-07,1309,1007,939.75,969.28,Completed
PO002671,PO002671-L4,S006,P0016,2023-09-12,2023-09-19,2023-10-07,551,494,531.35,501.75,Completed
PO002672,PO002672-L1,S006,P0136,2023-09-14,2023-09-26,2023-09-29,1484,1063,1784.32,1711.17,Completed
PO002672,PO002672-L2,S006,P0157,2023-09-14,2023-09-26,2023-09-29,998,821,5324.49,5592.55,Completed
PO002672,PO002672-L3,S006,P0069,2023-09-14,2023-09-26,2023-09-29,868,729,20978.48,19384.79,Completed
PO002672,PO002672-L4,S006,P0165,2023-09-14,2023-09-26,2023-09-29,719,543,11164.59,10768.13,Completed
PO002672,PO002672-L5,S006,P0037,2023-09-14,2023-09-26,2023-09-29,993,804,868.73,892.75,Completed
PO002672,PO002672-L6,S006,P0016,2023-09-14,2023-09-26,2023-09-29,490,332,557.24,581.48,Completed
PO002672,PO002672-L7,S006,P0198,2023-09-14,2023-09-26,2023-09-29,1381,1189,953.74,976.19,Completed
PO002673,PO002673-L1,S006,P0198,2023-09-18,2023-09-29,2023-10-25,149,116,954.39,921.18,Completed
PO002673,PO002673-L2,S006,P0157,2023-09-18,2023-09-29,2023-10-25,619,529,5504.69,5429.98,Completed
PO002673,PO002673-L3,S006,P0167,2023-09-18,2023-09-29,2023-10-25,1200,977,1601.98,1608.81,Completed
PO002673,PO002673-L4,S006,P0136,2023-09-18,2023-09-29,2023-10-25,162,127,1800.09,1731.49,Completed
PO002673,PO002673-L5,S006,P0079,2023-09-18,2023-09-29,2023-10-25,658,602,908.47,915.14,Completed
PO002673,PO002673-L6,S006,P0016,2023-09-18,2023-09-29,2023-10-25,1090,921,555.73,549.59,Completed
PO002673,PO002673-L7,S006,P0077,2023-09-18,2023-09-29,2023-10-25,858,667,174.73,180.06,Completed
PO002674,PO002674-L1,S006,P0167,2023-09-21,2023-09-28,2023-10-08,380,314,1520.67,1467.06,Completed
PO002674,PO002674-L2,S006,P0179,2023-09-21,2023-09-28,2023-10-08,696,537,2641.69,3356.23,Completed
PO002674,PO002674-L3,S006,P0069,2023-09-21,2023-09-28,2023-10-08,544,468,20699.17,20560.57,Completed
PO002675,PO002675-L1,S006,P0157,2023-09-25,2023-10-03,2023-10-02,1327,1095,5399.59,5505.14,Completed
PO002675,PO002675-L2,S006,P0179,2023-09-25,2023-10-03,2023-10-02,229,204,2659.03,3123.18,Completed
PO002675,PO002675-L3,S006,P0165,2023-09-25,2023-10-03,2023-10-02,159,100,11193.85,13033.97,Completed
PO002675,PO002675-L4,S006,P0037,2023-09-25,2023-10-03,2023-10-02,122,108,863.31,1042.52,Completed
PO002675,PO002675-L5,S006,P0079,2023-09-25,2023-10-03,2023-10-02,364,292,944.95,953.49,Completed
PO002675,PO002675-L6,S006,P0198,2023-09-25,2023-10-03,2023-09-22,374,314,949.35,1012.77,Completed
PO002675,PO002675-L7,S006,P0069,2023-09-25,2023-10-03,2023-10-02,1196,969,21114.56,21842.63,Completed
PO002676,PO002676-L1,S006,P0165,2023-09-28,2023-10-09,2023-10-18,717,629,11060.21,10851.93,Completed
PO002676,PO002676-L2,S006,P0167,2023-09-28,2023-10-09,2023-10-18,550,453,1552.57,1590.28,Completed
PO002676,PO002676-L3,S006,P0179,2023-09-28,2023-10-09,2023-10-18,710,624,2509.57,2797.52,Completed
PO002676,PO002676-L4,S006,P0157,2023-09-28,2023-10-09,2023-10-18,261,229,5298.05,5398.28,Completed
PO002676,PO002676-L5,S006,P0198,2023-09-28,2023-10-09,2023-10-18,488,389,967.87,1057.43,Completed
PO002676,PO002676-L6,S006,P0016,2023-09-28,2023-10-09,2023-10-18,1280,1075,542.54,526.57,Completed
PO002676,PO002676-L7,S006,P0077,2023-09-28,2023-10-09,2023-10-18,1382,1190,176.58,166.3,Completed
PO002677,PO002677-L1,S006,P0037,2023-10-01,2023-10-11,2023-10-21,323,265,890.49,929.69,Completed
PO002677,PO002677-L2,S006,P0167,2023-10-01,2023-10-11,2023-10-21,214,191,1527.67,1565.74,Completed
PO002677,PO002677-L3,S006,P0136,2023-10-01,2023-10-11,2023-10-21,384,328,1737.64,1781.41,Completed
PO002677,PO002677-L4,S006,P0165,2023-10-01,2023-10-11,2023-10-21,1001,824,11161.13,11059.32,Completed
PO002677,PO002677-L5,S006,P0157,2023-10-01,2023-10-11,2023-10-21,1450,1151,5453.81,5133.37,Completed
PO002678,PO002678-L1,S006,P0037,2023-10-04,2023-10-17,2023-10-24,769,613,858.93,852.07,Completed
PO002678,PO002678-L2,S006,P0136,2023-10-04,2023-10-17,,1154,920,1784.98,1785.52,Completed
PO002678,PO002678-L3,S006,P0077,2023-10-04,2023-10-17,2023-10-24,534,365,181.83,179.0,Completed
PO002678,PO002678-L4,S006,P0157,2023-10-04,2023-10-17,2023-10-24,714,565,5388.9,4991.59,Completed
PO002678,PO002678-L5,S006,P0016,2023-10-04,2023-10-17,2023-10-24,384,332,549.77,565.68,Completed
PO002678,PO002678-L6,S006,P0165,2023-10-04,2023-10-17,2023-10-24,1300,1195,10811.11,11195.88,Completed
PO002678,PO002678-L7,S006,P0069,2023-10-04,2023-10-17,2023-10-24,1337,1025,20394.23,20304.87,Completed
PO002679,PO002679-L1,S006,P0157,2023-10-06,2023-10-17,2023-10-18,471,384,5336.63,5252.53,Completed
PO002679,PO002679-L2,S006,P0037,2023-10-06,2023-10-17,2023-10-18,967,880,868.82,832.53,Completed
PO002679,PO002679-L3,S006,P0136,2023-10-06,2023-10-17,2023-10-18,975,839,1774.17,1644.08,Completed
PO002680,PO002680-L1,S006,P0167,2023-10-08,2023-10-16,2023-10-17,1402,1220,1533.35,1642.49,Completed
PO002680,PO002680-L2,S006,P0165,2023-10-08,2023-10-16,2023-10-17,1249,1011,11417.25,11409.58,Completed
PO002680,PO002680-L3,S006,P0179,2023-10-08,2023-10-16,2023-10-17,1181,1014,2560.38,2472.27,Completed
PO002680,PO002680-L4,S006,P0136,2023-10-08,2023-10-16,2023-10-17,502,412,1809.29,1729.64,Completed
PO002680,PO002680-L5,S006,P0157,2023-10-08,2023-10-16,2023-10-17,1043,863,5472.75,5766.43,Completed
PO002681,PO002681-L1,S006,P0136,2023-10-10,2023-10-19,2023-10-21,1478,1193,1754.37,1578.41,Completed
PO002681,PO002681-L2,S006,P0079,2023-10-10,2023-10-19,2023-10-21,683,600,897.64,1057.62,Completed
PO002681,PO002681-L3,S006,P0069,2023-10-10,2023-10-19,2023-10-21,86,79,20942.19,22049.95,Completed
PO002682,PO002682-L1,S006,P0165,2023-10-12,2023-10-21,2023-10-19,197,179,11088.68,11155.96,Completed
PO002683,PO002683-L1,S006,P0179,2023-10-16,2023-10-23,2023-10-25,189,159,2543.72,2697.59,Completed
PO002684,PO002684-L1,S006,P0016,2023-10-19,2023-10-29,2023-11-09,621,469,540.66,579.49,Completed
PO002685,PO002685-L1,S006,P0157,2023-10-22,2023-11-01,2023-11-14,284,219,5495.96,5731.97,Completed
PO002686,PO002686-L1,S006,P0069,2023-10-24,2023-11-01,2023-11-01,575,493,20552.5,21083.32,Completed
PO002686,PO002686-L2,S006,P0016,2023-10-24,2023-11-01,2023-11-01,1277,1095,548.86,549.02,Completed
PO002686,PO002686-L3,S006,P0136,2023-10-24,2023-11-01,2023-11-01,1310,1027,1726.07,1767.56,Completed
PO002686,PO002686-L4,S006,P0079,2023-10-24,2023-11-01,2023-11-01,805,628,946.65,979.77,Completed
PO002686,PO002686-L5,S006,P0179,2023-10-24,2023-11-01,2023-11-01,1282,1193,2633.68,2658.75,Completed
PO002686,PO002686-L6,S006,P0198,2023-10-24,2023-11-01,2023-11-01,985,821,932.18,885.25,Completed
PO002686,PO002686-L7,S006,P0157,2023-10-24,2023-11-01,2023-11-01,120,82,5400.11,5907.94,Completed
PO002687,PO002687-L1,S006,P0198,2023-10-26,2023-11-08,2023-11-14,1128,920,956.07,973.73,Completed
PO002687,PO002687-L2,S006,P0157,2023-10-26,2023-11-08,2023-11-14,858,682,5385.03,5473.54,Completed
PO002687,PO002687-L3,S006,P0165,2023-10-26,2023-11-08,2023-11-14,1049,897,11146.33,11193.36,Completed
PO002687,PO002687-L4,S006,P0179,2023-10-26,2023-11-08,2023-11-14,1092,893,2604.72,2712.74,Completed
PO002687,PO002687-L5,S006,P0037,2023-10-26,2023-11-08,2023-11-14,1217,876,884.29,892.61,Completed
PO002687,PO002687-L6,S006,P0167,2023-10-26,2023-11-08,2023-11-14,503,409,1554.66,1478.87,Completed
PO002688,PO002688-L1,S006,P0165,2023-10-29,2023-11-06,2023-11-16,1356,1185,11412.71,11851.14,Completed
PO002688,PO002688-L2,S006,P0069,2023-10-29,2023-11-06,2023-11-16,337,307,20876.76,20695.63,Completed
PO002688,PO002688-L3,S006,P0136,2023-10-29,2023-11-06,2023-11-16,296,273,1761.36,1753.09,Completed
PO002688,PO002688-L4,S006,P0079,2023-10-29,2023-11-06,2023-11-16,1157,1066,931.87,915.82,Completed
PO002689,PO002689-L1,S006,P0069,2023-10-31,2023-11-12,2023-12-04,1080,885,20661.66,20010.4,Completed
PO002689,PO002689-L2,S006,P0016,2023-10-31,2023-11-12,2023-12-04,262,216,541.07,551.14,Completed
PO002690,PO002690-L1,S006,P0165,2023-11-02,2023-11-12,2023-11-17,559,451,11404.41,11470.62,Completed
PO002691,PO002691-L1,S006,P0077,2023-11-05,2023-11-13,2023-11-20,1429,1219,174.63,182.9,Completed
PO002691,PO002691-L2,S006,P0069,2023-11-05,2023-11-13,2023-11-20,599,559,20672.58,21128.11,Completed
PO002692,PO002692-L1,S006,P0079,2023-11-08,2023-11-22,2023-12-05,1224,913,938.53,948.31,Completed
PO002692,PO002692-L2,S006,P0198,2023-11-08,2023-11-22,2023-12-05,841,645,935.97,947.45,Completed
PO002692,PO002692-L3,S006,P0037,2023-11-08,2023-11-22,2023-12-05,744,640,872.41,893.34,Completed
PO002693,PO002693-L1,S006,P0136,2023-11-10,2023-11-22,2023-12-07,401,340,1753.85,2097.6,Completed
PO002693,PO002693-L2,S006,P0165,2023-11-10,2023-11-22,2023-12-07,919,752,11262.21,11381.76,Completed
PO002693,PO002693-L3,S006,P0167,2023-11-10,2023-11-22,2023-12-07,255,233,1581.67,1558.0,Completed
PO002694,PO002694-L1,S006,P0179,2023-11-13,2023-11-25,,636,0,2605.59,,Cancelled
PO002694,PO002694-L2,S006,P0016,2023-11-13,2023-11-25,,405,0,539.02,,Cancelled
PO002695,PO002695-L1,S006,P0167,2023-11-16,2023-11-28,2023-12-10,819,659,1598.22,1642.75,Completed
PO002695,PO002695-L2,S006,P0037,2023-11-16,2023-11-28,2023-12-10,1168,1073,842.53,906.59,Completed
PO002695,PO002695-L3,S006,P0136,2023-11-16,2023-11-28,2023-12-10,329,268,1735.19,1615.09,Completed
PO002695,PO002695-L4,S006,P0079,2023-11-16,2023-11-28,2023-12-10,975,738,921.16,931.13,Completed
PO002695,PO002695-L5,S006,P0165,2023-11-16,2023-11-28,2023-12-10,52,46,10792.57,10433.54,Completed
PO002696,PO002696-L1,S006,P0037,2023-11-19,2023-11-27,2023-12-02,1217,949,888.45,887.35,Completed
PO002696,PO002696-L2,S006,P0165,2023-11-19,2023-11-27,2023-12-02,158,134,11248.63,10842.26,Completed
PO002696,PO002696-L3,S006,P0198,2023-11-19,2023-11-27,2023-12-02,142,133,954.4,927.6,Completed
PO002697,PO002697-L1,S006,P0165,2023-11-21,2023-12-03,2023-12-08,117,104,10982.39,11298.81,Completed
PO002697,PO002697-L2,S006,P0167,2023-11-21,2023-12-03,2023-12-08,1158,934,1542.26,1493.81,Completed
PO002697,PO002697-L3,S006,P0136,2023-11-21,2023-12-03,2023-12-08,1095,909,1746.77,1874.94,Completed
PO002697,PO002697-L4,S006,P0157,2023-11-21,2023-12-03,2023-12-08,770,652,5294.05,5196.69,Completed
PO002697,PO002697-L5,S006,P0179,2023-11-21,2023-12-03,2023-12-08,757,630,2508.17,2467.43,Completed
PO002698,PO002698-L1,S006,P0167,2023-11-25,2023-12-04,2023-12-15,721,515,1588.07,1529.07,Completed
PO002698,PO002698-L2,S006,P0198,2023-11-25,2023-12-04,2023-12-15,990,777,929.11,925.25,Completed
PO002698,PO002698-L3,S006,P0179,2023-11-25,2023-12-04,2023-12-15,867,684,2558.77,2510.56,Completed
PO002699,PO002699-L1,S006,P0167,2023-11-27,2023-12-08,2023-12-24,341,273,1580.47,1560.06,Completed
PO002700,PO002700-L1,S006,P0198,2023-11-29,2023-12-11,2023-12-25,763,715,969.87,969.53,Completed
PO002700,PO002700-L2,S006,P0069,2023-11-29,2023-12-11,2023-12-25,225,189,21091.95,19615.88,Completed
PO002700,PO002700-L3,S006,P0157,2023-11-29,2023-12-11,2023-12-25,1331,1156,5409.47,5443.32,Completed
PO002701,PO002701-L1,S006,P0079,2023-12-03,2023-12-14,2023-12-16,966,731,902.84,873.12,Completed
PO002701,PO002701-L2,S006,P0136,2023-12-03,2023-12-14,2023-12-16,400,346,1801.68,1823.18,Completed
PO002701,PO002701-L3,S006,P0077,2023-12-03,2023-12-14,2023-12-16,653,498,177.67,188.54,Completed
PO002702,PO002702-L1,S006,P0069,2023-12-05,2023-12-17,2024-01-09,91,85,20462.74,21396.34,Completed
PO002702,PO002702-L2,S006,P0157,2023-12-05,2023-12-17,2024-01-09,792,668,5307.81,5262.34,Completed
PO002703,PO002703-L1,S006,P0136,2023-12-09,2023-12-16,2024-01-01,495,395,1777.3,1765.68,Completed
PO002704,PO002704-L1,S006,P0179,2023-12-12,2023-12-25,2023-12-24,922,701,2593.67,2835.43,Completed
