Delivery_ID,Order_ID,Shipment_Date,Expected_Delivery_Date,Actual_Delivery_Date,Delivery_Status,Delivery_Region,Delivery_Accuracy_Flag,Damage_Flag,Carrier_ID
DLV0044386,ORD0045713,2024-09-11,2024-09-14,2024-09-27,Delivered,North,Y,N,CAR08
DLV0044387,ORD0045714,2024-10-17,2024-10-20,2024-10-22,Delivered,North,Y,N,CAR04
DLV0044388,ORD0045715,2024-10-21,2024-10-24,2024-10-24,Delivered,North,Y,Y,CAR13
DLV0044389,ORD0045716,2024-10-22,2024-10-25,2024-10-25,Delivered,North,Y,N,CAR02
DLV0044390,ORD0045717,2024-10-22,2024-10-25,2024-11-10,Delivered,North,Y,N,CAR12
DLV0044391,ORD0045718,2024-11-01,2024-11-04,2024-11-05,Delivered,North,N,N,CAR01
DLV0044392,ORD0045719,2024-11-08,2024-11-11,2024-11-11,Delivered,North,Y,N,CAR08
DLV0044393,ORD0045720,2024-11-14,2024-11-17,2024-11-15,Delivered,North,Y,N,CAR13
DLV0044394,ORD0045721,2024-12-06,2024-12-09,2024-12-12,Delivered,North,Y,N,CAR06
DLV0044395,ORD0045723,2023-03-07,2023-03-10,2023-03-10,Delivered,West,Y,N,CAR13
DLV0044396,ORD0045724,2023-06-10,2023-06-13,2023-06-13,Delivered,West,Y,N,CAR06
DLV0044397,ORD0045725,2023-08-19,2023-08-22,2023-08-21,Delivered,West,Y,N,CAR02
DLV0044398,ORD0045726,2023-11-03,2023-11-06,2023-11-06,Delivered,West,Y,N,CAR11
DLV0044399,ORD0045727,2024-02-26,2024-02-29,2024-02-28,Delivered,West,Y,N,CAR06
DLV0044400,ORD0045728,2024-03-13,2024-03-16,2024-03-16,Delivered,West,Y,N,CAR13
DLV0044401,ORD0045729,2024-04-03,2024-04-06,2024-04-05,Delivered,West,Y,N,CAR08
DLV0044402,ORD0045730,2024-05-10,2024-05-13,2024-05-14,Delivered,West,Y,N,CAR11
DLV0044403,ORD0045731,2024-05-14,2024-05-17,2024-05-17,Delivered,West,Y,N,CAR06
DLV0044404,ORD0045733,2024-06-10,2024-06-13,2024-06-13,Delivered,West,Y,N,CAR10
DLV0044405,ORD0045734,2024-08-19,2024-08-22,2024-08-22,Delivered,West,Y,N,CAR10
DLV0044406,ORD0045735,2024-11-05,2024-11-08,2024-11-08,Delivered,West,Y,N,CAR08
DLV0044407,ORD0045736,2023-01-04,2023-01-08,2023-01-09,Delivered,Central,Y,N,CAR15
DLV0044408,ORD0045737,2023-01-17,2023-01-21,2023-01-22,Delivered,Central,Y,N,CAR08
DLV0044409,ORD0045738,2023-02-04,2023-02-08,2023-02-07,Delivered,Central,Y,N,CAR13
DLV0044410,ORD0045739,2023-02-18,2023-02-22,2023-02-24,Delivered,Central,Y,N,CAR13
DLV0044411,ORD0045740,2023-03-18,2023-03-22,2023-03-21,Delivered,Central,Y,N,CAR14
DLV0044412,ORD0045741,2023-04-24,2023-04-28,2023-05-09,Delivered,Central,Y,N,CAR02
DLV0044413,ORD0045742,2023-04-28,2023-05-02,2023-05-01,Delivered,Central,Y,N,CAR04
DLV0044414,ORD0045743,2023-05-08,2023-05-12,2023-05-24,Delivered,Central,Y,N,CAR12
DLV0044415,ORD0045744,2023-06-19,2023-06-23,2023-06-27,Delivered,Central,Y,N,CAR12
DLV0044416,ORD0045745,2023-08-03,2023-08-07,2023-08-06,Delivered,Central,Y,N,CAR13
DLV0044417,ORD0045746,2023-08-11,2023-08-15,2023-08-21,Delivered,Central,Y,N,CAR15
DLV0044418,ORD0045747,2023-08-16,2023-08-20,2023-08-18,Delivered,Central,Y,N,CAR06
DLV0044419,ORD0045748,2023-10-04,2023-10-08,2023-10-18,Delivered,Central,Y,N,CAR04
DLV0044420,ORD0045749,2023-11-08,2023-11-12,2023-11-11,Delivered,Central,Y,N,CAR05
DLV0044421,ORD0045750,2023-11-23,2023-11-27,2023-11-27,Delivered,Central,Y,N,CAR01
DLV0044422,ORD0045751,2023-11-25,2023-11-29,2023-12-08,Delivered,Central,Y,N,CAR09
DLV0044423,ORD0045752,2023-12-11,2023-12-15,2023-12-19,Delivered,Central,Y,N,CAR02
DLV0044424,ORD0045754,2024-01-14,2024-01-18,2024-01-18,Delivered,Central,Y,N,CAR07
DLV0044425,ORD0045755,2024-01-28,2024-02-01,2024-02-15,Delivered,Central,Y,N,CAR14
DLV0044426,ORD0045756,2024-02-06,2024-02-10,2024-02-22,Delivered,Central,Y,N,CAR04
DLV0044427,ORD0045757,2024-02-13,2024-02-17,2024-02-16,Delivered,Central,Y,N,CAR06
DLV0044428,ORD0045758,2024-03-19,2024-03-23,2024-03-23,Delivered,Central,Y,N,CAR12
DLV0044429,ORD0045759,2024-04-02,2024-04-06,2024-04-05,Delivered,Central,Y,N,CAR09
DLV0044430,ORD0045760,2024-04-18,2024-04-22,2024-04-21,Delivered,Central,Y,N,CAR03
DLV0044431,ORD0045761,2024-05-20,2024-05-24,2024-06-01,Delivered,Central,Y,N,CAR13
DLV0044432,ORD0045762,2024-05-22,2024-05-26,2024-05-24,Delivered,Central,Y,N,CAR02
DLV0044433,ORD0045763,2024-05-29,2024-06-02,2024-06-04,Delivered,Central,Y,N,CAR04
DLV0044434,ORD0045764,2024-05-31,2024-06-04,2024-06-09,Delivered,Central,Y,N,CAR05
DLV0044435,ORD0045765,2024-05-31,2024-06-04,2024-06-04,Delivered,Central,Y,N,CAR14
DLV0044436,ORD0045766,2024-06-10,2024-06-14,2024-06-17,Delivered,Central,Y,N,CAR02
DLV0044437,ORD0045767,2024-07-01,2024-07-05,2024-07-09,Delivered,Central,Y,N,CAR02
DLV0044438,ORD0045768,2024-07-16,2024-07-20,2024-07-20,Delivered,Central,Y,N,CAR15
DLV0044439,ORD0045769,2024-10-14,2024-10-18,2024-10-29,Delivered,Central,Y,N,CAR01
DLV0044440,ORD0045770,2024-10-25,2024-10-29,2024-11-09,Delivered,Central,Y,N,CAR10
DLV0044441,ORD0045771,2024-11-24,2024-11-28,2024-11-27,Delivered,Central,Y,N,CAR13
DLV0044442,ORD0045772,2024-12-10,2024-12-14,2024-12-21,Delivered,Central,Y,N,CAR02
DLV0044443,ORD0045773,2024-12-13,2024-12-17,2024-12-17,Delivered,Central,Y,N,CAR14
DLV0044444,ORD0045774,2024-12-14,2024-12-18,2024-12-25,Delivered,Central,Y,Y,CAR06
DLV0044445,ORD0045775,2023-01-10,2023-01-13,2023-01-12,Delivered,West,Y,N,CAR13
DLV0044446,ORD0045776,2023-01-13,2023-01-16,2023-01-16,Delivered,West,Y,N,CAR14
DLV0044447,ORD0045777,2023-02-14,2023-02-17,2023-02-17,Delivered,West,Y,N,CAR03
DLV0044448,ORD0045778,2023-02-17,2023-02-20,2023-02-20,Delivered,West,Y,N,CAR01
DLV0044449,ORD0045779,2023-02-19,2023-02-22,2023-02-20,Delivered,West,Y,N,CAR09
DLV0044450,ORD0045780,2023-05-18,2023-05-21,2023-05-24,Delivered,West,Y,N,CAR09
DLV0044451,ORD0045781,2023-05-22,2023-05-25,2023-05-25,Delivered,West,Y,N,CAR06
DLV0044452,ORD0045782,2023-07-09,2023-07-12,2023-07-11,Delivered,West,Y,N,CAR08
DLV0044453,ORD0045783,2023-07-14,2023-07-17,2023-07-24,Delivered,West,Y,N,CAR10
DLV0044454,ORD0045784,2023-07-17,2023-07-20,2023-07-20,Delivered,West,Y,N,CAR05
DLV0044455,ORD0045785,2023-08-10,2023-08-13,2023-08-11,Delivered,West,Y,N,CAR11
DLV0044456,ORD0045786,2023-11-12,2023-11-15,2023-11-15,Delivered,West,Y,N,CAR14
DLV0044457,ORD0045787,2023-12-07,2023-12-10,2023-12-09,Delivered,West,Y,N,CAR12
DLV0044458,ORD0045788,2023-12-07,2023-12-10,2023-12-09,Delivered,West,Y,N,CAR07
DLV0044459,ORD0045789,2023-12-08,2023-12-11,2023-12-11,Delivered,West,Y,N,CAR08
DLV0044460,ORD0045790,2023-12-11,2023-12-14,2023-12-14,Delivered,West,Y,N,CAR09
DLV0044461,ORD0045791,2023-12-16,2023-12-19,2023-12-19,Delivered,West,Y,N,CAR15
DLV0044462,ORD0045792,2024-01-31,2024-02-03,2024-02-03,Delivered,West,Y,N,CAR03
DLV0044463,ORD0045793,2024-02-03,2024-02-06,2024-02-20,Delivered,West,Y,N,CAR07
DLV0044464,ORD0045794,2024-02-22,2024-02-25,2024-02-24,Delivered,West,Y,N,CAR05
DLV0044465,ORD0045795,2024-02-29,2024-03-03,2024-03-02,Delivered,West,Y,N,CAR13
DLV0044466,ORD0045796,2024-03-14,2024-03-17,2024-03-18,Delivered,West,N,N,CAR09
DLV0044467,ORD0045797,2024-04-07,2024-04-10,2024-04-09,Delivered,West,Y,N,CAR15
DLV0044468,ORD0045798,2024-05-20,2024-05-23,2024-05-23,Delivered,West,Y,N,CAR12
DLV0044469,ORD0045799,2024-08-05,2024-08-08,2024-08-07,Delivered,West,Y,N,CAR14
DLV0044470,ORD0045800,2024-08-08,2024-08-11,2024-08-10,Delivered,West,Y,N,CAR08
DLV0044471,ORD0045801,2024-10-04,2024-10-07,2024-10-08,Delivered,West,Y,N,CAR04
DLV0044472,ORD0045802,2024-11-10,2024-11-13,2024-11-13,Delivered,West,Y,N,CAR07
DLV0044473,ORD0045803,2024-11-14,2024-11-17,2024-11-17,Delivered,West,Y,N,CAR10
DLV0044474,ORD0045804,2024-11-22,2024-11-25,2024-11-25,Delivered,West,Y,N,CAR15
DLV0044475,ORD0045805,2024-12-27,2024-12-30,2024-12-31,Delivered,West,Y,N,CAR13
DLV0044476,ORD0045806,2023-01-12,2023-01-15,2023-01-15,Delivered,West,Y,N,CAR13
DLV0044477,ORD0045807,2023-03-26,2023-03-29,2023-03-28,Delivered,West,Y,N,CAR03
DLV0044478,ORD0045808,2023-05-05,2023-05-08,2023-05-07,Delivered,West,Y,N,CAR08
DLV0044479,ORD0045809,2023-06-03,2023-06-06,2023-06-06,Delivered,West,Y,N,CAR06
DLV0044480,ORD0045810,2023-06-12,2023-06-15,2023-06-15,Delivered,West,Y,N,CAR12
DLV0044481,ORD0045811,2023-08-31,2023-09-03,2023-09-04,Delivered,West,Y,N,CAR04
DLV0044482,ORD0045812,2023-09-19,2023-09-22,2023-09-24,Delivered,West,Y,N,CAR12
DLV0044483,ORD0045813,2023-10-15,2023-10-18,2023-10-17,Delivered,West,Y,N,CAR15
DLV0044484,ORD0045814,2023-11-03,2023-11-06,2023-11-05,Delivered,West,Y,N,CAR13
DLV0044485,ORD0045815,2023-12-21,2023-12-24,2023-12-25,Delivered,West,Y,N,CAR09
DLV0044486,ORD0045816,2024-01-29,2024-02-01,2024-02-05,Delivered,West,Y,N,CAR05
DLV0044487,ORD0045817,2024-03-10,2024-03-13,2024-03-11,Delivered,West,Y,N,CAR13
DLV0044488,ORD0045818,2024-03-24,2024-03-27,2024-04-30,Delivered,West,Y,N,CAR03
DLV0044489,ORD0045819,2024-04-28,2024-05-01,2024-05-01,Delivered,West,Y,N,CAR11
DLV0044490,ORD0045820,2024-07-05,2024-07-08,2024-07-10,Delivered,West,Y,N,CAR08
DLV0044491,ORD0045822,2024-08-06,2024-08-09,2024-08-09,Delivered,West,Y,N,CAR02
DLV0044492,ORD0045823,2024-08-27,2024-08-30,2024-08-30,Delivered,West,Y,N,CAR14
DLV0044493,ORD0045824,2024-09-20,2024-09-23,2024-09-23,Delivered,West,Y,N,CAR08
DLV0044494,ORD0045825,2024-09-23,2024-09-26,2024-09-27,Delivered,West,Y,N,CAR04
DLV0044495,ORD0045826,2023-01-05,2023-01-09,2023-01-09,Delivered,South,Y,N,CAR08
DLV0044496,ORD0045827,2023-01-31,2023-02-04,2023-02-04,Delivered,South,Y,N,CAR02
DLV0044497,ORD0045828,2023-03-14,2023-03-18,2023-03-20,Delivered,South,Y,N,CAR09
DLV0044498,ORD0045829,2023-03-18,2023-03-22,2023-03-27,Delivered,South,Y,N,CAR07
DLV0044499,ORD0045830,2023-03-20,2023-03-24,2023-03-26,Delivered,South,Y,N,CAR01
DLV0044500,ORD0045831,2023-04-07,2023-04-11,2023-04-17,Delivered,South,Y,N,CAR03
DLV0044501,ORD0045832,2023-04-09,2023-04-13,2023-04-12,Delivered,South,Y,N,CAR03
DLV0044502,ORD0045833,2023-04-12,2023-04-16,2023-04-18,Delivered,South,Y,N,CAR07
DLV0044503,ORD0045834,2023-04-20,2023-04-24,2023-04-23,Delivered,South,Y,N,CAR02
DLV0044504,ORD0045835,2023-05-03,2023-05-07,2023-05-05,Delivered,South,Y,N,CAR12
DLV0044505,ORD0045836,2023-05-31,2023-06-04,2023-06-07,Delivered,South,Y,N,CAR01
DLV0044506,ORD0045837,2023-06-30,2023-07-04,2023-07-03,Delivered,South,Y,N,CAR08
DLV0044507,ORD0045838,2023-07-31,2023-08-04,2023-08-04,Delivered,South,Y,N,CAR06
DLV0044508,ORD0045839,2023-08-24,2023-08-28,2023-08-27,Delivered,South,Y,N,CAR03
DLV0044509,ORD0045840,2023-09-21,2023-09-25,2023-09-24,Delivered,South,Y,N,CAR15
DLV0044510,ORD0045841,2023-10-02,2023-10-06,2023-10-18,Delivered,South,Y,N,CAR02
DLV0044511,ORD0045842,2023-10-03,2023-10-07,2023-10-05,Delivered,South,Y,N,CAR02
DLV0044512,ORD0045843,2023-10-03,2023-10-07,2023-10-06,Delivered,South,Y,N,CAR06
DLV0044513,ORD0045844,2023-10-05,2023-10-09,2023-10-09,Delivered,South,Y,N,CAR13
DLV0044514,ORD0045845,2023-10-12,2023-10-16,2023-10-16,Delivered,South,Y,N,CAR13
DLV0044515,ORD0045846,2023-11-11,2023-11-15,2023-11-18,Delivered,South,Y,N,CAR10
DLV0044516,ORD0045847,2023-11-13,2023-11-17,2023-11-17,Delivered,South,Y,N,CAR13
DLV0044517,ORD0045848,2023-12-14,2023-12-18,2023-12-18,Delivered,South,Y,N,CAR10
DLV0044518,ORD0045849,2024-01-15,2024-01-19,2024-01-18,Delivered,South,Y,N,CAR07
DLV0044519,ORD0045850,2024-03-07,2024-03-11,2024-03-11,Delivered,South,Y,N,CAR13
DLV0044520,ORD0045851,2024-03-16,2024-03-20,2024-03-20,Delivered,South,Y,N,CAR05
DLV0044521,ORD0045852,2024-04-01,2024-04-05,2024-04-05,Delivered,South,Y,N,CAR14
DLV0044522,ORD0045853,2024-04-13,2024-04-17,2024-04-18,Delivered,South,Y,N,CAR07
DLV0044523,ORD0045854,2024-04-15,2024-04-19,2024-04-19,Delivered,South,Y,N,CAR12
DLV0044524,ORD0045855,2024-05-01,2024-05-05,2024-05-03,Delivered,South,Y,Y,CAR04
DLV0044525,ORD0045856,2024-05-28,2024-06-01,2024-05-31,Delivered,South,Y,N,CAR09
DLV0044526,ORD0045857,2024-06-04,2024-06-08,2024-06-08,Delivered,South,Y,N,CAR03
DLV0044527,ORD0045858,2024-06-09,2024-06-13,2024-06-13,Delivered,South,Y,N,CAR05
DLV0044528,ORD0045859,2024-06-10,2024-06-14,2024-06-14,Delivered,South,Y,N,CAR15
DLV0044529,ORD0045860,2024-07-05,2024-07-09,2024-07-08,Delivered,South,Y,N,CAR10
DLV0044530,ORD0045861,2024-08-01,2024-08-05,2024-08-05,Delivered,South,Y,N,CAR07
DLV0044531,ORD0045862,2024-08-08,2024-08-12,2024-08-12,Delivered,South,Y,N,CAR14
DLV0044532,ORD0045863,2024-08-08,2024-08-12,2024-08-10,Delivered,South,Y,N,CAR15
DLV0044533,ORD0045864,2024-09-06,2024-09-10,2024-09-28,Delivered,South,Y,N,CAR03
DLV0044534,ORD0045866,2024-10-09,2024-10-13,2024-10-15,Delivered,South,Y,N,CAR06
DLV0044535,ORD0045868,2024-10-16,2024-10-20,2024-10-26,Delivered,South,Y,N,CAR14
DLV0044536,ORD0045869,2024-11-06,2024-11-10,2024-11-10,Delivered,South,Y,N,CAR08
DLV0044537,ORD0045870,2024-11-11,2024-11-15,2024-11-15,Delivered,South,Y,N,CAR15
DLV0044538,ORD0045871,2025-01-02,2025-01-06,,In Transit,South,Y,N,CAR13
DLV0044539,ORD0045872,2023-03-02,2023-03-05,2023-03-15,Delivered,West,Y,N,CAR03
DLV0044540,ORD0045873,2023-03-04,2023-03-07,2023-03-06,Delivered,West,Y,N,CAR01
DLV0044541,ORD0045874,2023-03-28,2023-03-31,2023-03-31,Delivered,West,Y,N,CAR13
DLV0044542,ORD0045875,2023-05-03,2023-05-06,2023-05-05,Delivered,West,Y,N,CAR12
DLV0044543,ORD0045876,2023-05-20,2023-05-23,2023-05-24,Delivered,West,Y,N,CAR04
DLV0044544,ORD0045877,2023-05-30,2023-06-02,2023-06-10,Delivered,West,Y,N,CAR03
DLV0044545,ORD0045878,2023-06-02,2023-06-05,2023-06-04,Delivered,West,Y,N,CAR06
DLV0044546,ORD0045879,2023-06-23,2023-06-26,2023-06-25,Delivered,West,Y,N,CAR10
DLV0044547,ORD0045880,2023-07-08,2023-07-11,2023-07-10,Delivered,West,Y,N,CAR14
DLV0044548,ORD0045881,2023-07-26,2023-07-29,2023-07-28,Delivered,West,Y,N,CAR02
DLV0044549,ORD0045882,2023-10-27,2023-10-30,2023-10-30,Delivered,West,Y,N,CAR04
DLV0044550,ORD0045883,2023-12-12,2023-12-15,2023-12-15,Delivered,West,Y,N,CAR14
DLV0044551,ORD0045884,2023-12-28,2023-12-31,2023-12-30,Delivered,West,Y,N,CAR15
DLV0044552,ORD0045885,2024-01-24,2024-01-27,2024-02-03,Delivered,West,Y,N,CAR02
DLV0044553,ORD0045886,2024-04-11,2024-04-14,2024-04-14,Delivered,West,Y,N,CAR11
DLV0044554,ORD0045887,2024-05-27,2024-05-30,2024-05-29,Delivered,West,Y,N,CAR03
DLV0044555,ORD0045888,2024-06-09,2024-06-12,2024-06-14,Delivered,West,Y,N,CAR06
DLV0044556,ORD0045889,2024-06-28,2024-07-01,2024-07-07,Delivered,West,Y,N,CAR03
DLV0044557,ORD0045890,2024-10-09,2024-10-12,2024-10-23,Delivered,West,Y,N,CAR12
DLV0044558,ORD0045891,2024-10-13,2024-10-16,2024-10-15,Delivered,West,Y,N,CAR04
DLV0044559,ORD0045892,2024-10-31,2024-11-03,2024-11-02,Delivered,West,Y,N,CAR13
DLV0044560,ORD0045893,2024-11-05,2024-11-08,2024-11-07,Delivered,West,Y,N,CAR01
DLV0044561,ORD0045894,2024-12-20,2024-12-23,2024-12-26,Delivered,West,Y,N,CAR11
DLV0044562,ORD0045895,2023-02-28,2023-03-03,2023-03-02,Delivered,North,Y,N,CAR15
DLV0044563,ORD0045896,2023-05-07,2023-05-10,2023-05-10,Delivered,North,Y,N,CAR02
DLV0044564,ORD0045897,2023-07-27,2023-07-30,2023-07-30,Delivered,North,Y,N,CAR10
DLV0044565,ORD0045898,2023-09-30,2023-10-03,2023-10-02,Delivered,North,Y,N,CAR12
DLV0044566,ORD0045899,2024-01-08,2024-01-11,2024-01-11,Delivered,North,Y,N,CAR11
DLV0044567,ORD0045900,2024-02-02,2024-02-05,2024-02-05,Delivered,North,Y,N,CAR07
DLV0044568,ORD0045901,2024-03-07,2024-03-10,2024-03-21,Delivered,North,Y,N,CAR07
DLV0044569,ORD0045902,2024-04-07,2024-04-10,2024-04-10,Delivered,North,Y,N,CAR10
DLV0044570,ORD0045903,2024-04-26,2024-04-29,2024-04-27,Delivered,North,Y,N,CAR10
DLV0044571,ORD0045904,2024-05-17,2024-05-20,2024-05-18,Delivered,North,Y,N,CAR04
DLV0044572,ORD0045905,2024-07-30,2024-08-02,2024-08-02,Delivered,North,Y,N,CAR15
DLV0044573,ORD0045906,2024-08-13,2024-08-16,2024-08-20,Delivered,North,Y,N,CAR04
DLV0044574,ORD0045907,2024-09-26,2024-09-29,2024-09-28,Delivered,North,Y,N,CAR14
DLV0044575,ORD0045908,2024-12-05,2024-12-08,2024-12-06,Delivered,North,Y,N,CAR08
DLV0044576,ORD0045909,2024-12-31,2025-01-03,,In Transit,North,Y,N,CAR05
DLV0044577,ORD0045910,2023-01-04,,2023-01-08,Delivered,East,Y,N,CAR04
DLV0044578,ORD0045911,2023-01-14,2023-01-19,2023-01-19,Delivered,East,Y,N,CAR05
DLV0044579,ORD0045912,2023-01-20,2023-01-25,2023-01-30,Delivered,East,Y,N,CAR12
DLV0044580,ORD0045913,2023-03-12,2023-03-17,2023-03-30,Delivered,East,Y,N,CAR11
DLV0044581,ORD0045914,2023-04-02,2023-04-07,2023-04-21,Delivered,East,Y,N,CAR05
DLV0044582,ORD0045915,2023-06-04,2023-06-09,2023-06-13,Delivered,East,Y,N,CAR11
DLV0044583,ORD0045916,2023-07-30,2023-08-04,2023-08-04,Delivered,East,Y,N,CAR06
DLV0044584,ORD0045917,2023-08-02,2023-08-07,2023-08-05,Delivered,East,Y,N,CAR13
DLV0044585,ORD0045918,2023-09-03,2023-09-08,2023-09-08,Delivered,East,Y,N,CAR15
DLV0044586,ORD0045919,2023-09-13,2023-09-18,2023-09-27,Delivered,East,Y,N,CAR15
DLV0044587,ORD0045920,2023-12-25,2023-12-30,2023-12-31,Delivered,East,Y,N,CAR11
DLV0044588,ORD0045921,2024-02-23,2024-02-28,2024-02-26,Delivered,East,Y,N,CAR04
DLV0044589,ORD0045922,2024-04-14,2024-04-19,2024-04-18,Delivered,East,Y,N,CAR04
DLV0044590,ORD0045923,2024-05-11,2024-05-16,2024-05-16,Delivered,East,Y,N,CAR03
DLV0044591,ORD0045924,2024-06-06,2024-06-11,2024-06-10,Delivered,East,Y,N,CAR01
DLV0044592,ORD0045925,2024-07-08,2024-07-13,2024-07-12,Delivered,East,Y,N,CAR15
DLV0044593,ORD0045926,2024-08-25,2024-08-30,2024-08-30,Delivered,East,Y,N,CAR13
DLV0044594,ORD0045927,2024-09-18,2024-09-23,2024-09-25,Delivered,East,Y,N,CAR04
DLV0044595,ORD0045928,2024-10-04,2024-10-09,2024-10-10,Delivered,East,Y,N,CAR07
DLV0044596,ORD0045929,2024-11-21,2024-11-26,2024-11-27,Delivered,East,Y,N,CAR15
DLV0044597,ORD0045930,2023-03-08,2023-03-12,2023-03-14,Delivered,South,Y,N,CAR01
DLV0044598,ORD0045931,2023-05-05,2023-05-09,2023-05-08,Delivered,South,Y,N,CAR07
DLV0044599,ORD0045932,2023-05-23,2023-05-27,2023-05-27,Delivered,South,Y,N,CAR10
DLV0044600,ORD0045933,2023-08-06,2023-08-10,2023-08-15,Delivered,South,Y,N,CAR14
DLV0044601,ORD0045934,2023-08-18,2023-08-22,2023-08-22,Delivered,South,Y,N,CAR01
DLV0044602,ORD0045935,2023-08-24,2023-08-28,2023-09-01,Delivered,South,Y,N,CAR06
DLV0044603,ORD0045936,2023-10-21,2023-10-25,2023-10-25,Delivered,South,Y,N,CAR13
DLV0044604,ORD0045937,2023-12-12,2023-12-16,2023-12-16,Delivered,South,Y,N,CAR12
DLV0044605,ORD0045938,2024-02-25,2024-02-29,2024-02-28,Delivered,South,Y,N,CAR04
DLV0044606,ORD0045939,2024-05-17,2024-05-21,2024-05-20,Delivered,South,Y,N,CAR06
DLV0044607,ORD0045940,2024-08-06,2024-08-10,2024-08-19,Delivered,South,Y,Y,CAR15
DLV0044608,ORD0045941,2024-11-16,2024-11-20,2024-11-24,Delivered,South,Y,N,CAR12
DLV0044609,ORD0045942,2024-12-12,2024-12-16,2024-12-16,Delivered,South,Y,N,CAR02
DLV0044610,ORD0045943,2023-01-28,2023-02-01,2023-01-30,Delivered,South,Y,N,CAR13
DLV0044611,ORD0045944,2023-01-29,2023-02-02,2023-02-07,Delivered,South,Y,N,CAR04
DLV0044612,ORD0045945,2023-02-28,2023-03-04,2023-03-04,Delivered,South,Y,N,CAR02
DLV0044613,ORD0045946,2023-03-31,2023-04-04,2023-04-04,Delivered,South,Y,N,CAR10
DLV0044614,ORD0045947,2023-04-14,2023-04-18,2023-04-18,Delivered,South,Y,N,CAR08
DLV0044615,ORD0045948,2023-04-16,2023-04-20,2023-04-20,Delivered,South,Y,N,CAR12
DLV0044616,ORD0045949,2023-04-26,2023-04-30,2023-04-29,Delivered,South,Y,N,CAR10
DLV0044617,ORD0045950,2023-06-16,2023-06-20,2023-06-27,Delivered,South,Y,N,CAR10
DLV0044618,ORD0045951,2023-07-28,2023-08-01,2023-08-03,Delivered,South,Y,N,CAR11
DLV0044619,ORD0045952,2023-08-29,2023-09-02,2023-09-01,Delivered,South,Y,N,CAR12
DLV0044620,ORD0045953,2023-11-12,2023-11-16,2023-11-19,Delivered,South,Y,N,CAR11
DLV0044621,ORD0045954,2023-12-04,2023-12-08,2023-12-08,Delivered,South,Y,N,CAR09
DLV0044622,ORD0045955,2023-12-17,2023-12-21,2023-12-21,Delivered,South,Y,N,CAR06
DLV0044623,ORD0045956,2024-03-25,2024-03-29,2024-03-28,Delivered,South,Y,N,CAR05
DLV0044624,ORD0045957,2024-05-10,2024-05-14,2024-05-13,Delivered,South,Y,N,CAR03
DLV0044625,ORD0045958,2024-05-09,2024-05-13,2024-05-19,Delivered,South,Y,N,CAR06
DLV0044626,ORD0045959,2024-07-10,2024-07-14,2024-07-13,Delivered,South,Y,N,CAR09
DLV0044627,ORD0045960,2024-07-12,2024-07-16,2024-07-15,Delivered,South,Y,N,CAR09
DLV0044628,ORD0045961,2024-07-10,2024-07-14,2024-07-13,Delivered,South,Y,N,CAR01
DLV0044629,ORD0045962,2024-09-18,2024-09-22,2024-10-03,Delivered,South,Y,N,CAR05
DLV0044630,ORD0045963,2024-10-06,2024-10-10,2024-10-15,Delivered,South,Y,Y,CAR06
DLV0044631,ORD0045964,2024-10-29,2024-11-02,2024-11-02,Delivered,South,Y,N,CAR02
DLV0044632,ORD0045965,2024-11-23,2024-11-27,2024-12-13,Delivered,South,Y,N,CAR10
DLV0044633,ORD0045966,2024-12-05,2024-12-09,2024-12-09,Delivered,South,Y,N,CAR02
DLV0044634,ORD0045967,2023-01-07,2023-01-11,2023-01-10,Delivered,Central,Y,N,CAR05
DLV0044635,ORD0045968,2023-02-11,2023-02-15,2023-02-18,Delivered,Central,Y,N,CAR03
DLV0044636,ORD0045969,2023-03-14,2023-03-18,2023-03-18,Delivered,Central,Y,N,CAR07
DLV0044637,ORD0045970,2023-03-23,2023-03-27,2023-03-30,Delivered,Central,Y,N,CAR15
DLV0044638,ORD0045971,2023-05-25,2023-05-29,2023-06-16,Delivered,Central,Y,N,CAR01
DLV0044639,ORD0045972,2023-08-11,2023-08-15,2023-08-15,Delivered,Central,Y,N,CAR11
DLV0044640,ORD0045973,2023-08-14,2023-08-18,2023-08-27,Delivered,Central,Y,N,CAR08
DLV0044641,ORD0045974,2023-08-24,2023-08-28,2023-08-28,Delivered,Central,Y,N,CAR02
DLV0044642,ORD0045975,2023-09-30,2023-10-04,2023-10-04,Delivered,Central,Y,N,CAR15
DLV0044643,ORD0045976,2023-10-09,2023-10-13,2023-10-24,Delivered,Central,Y,N,CAR13
DLV0044644,ORD0045977,2023-10-19,2023-10-23,2023-10-24,Delivered,Central,Y,N,CAR14
DLV0044645,ORD0045978,2023-11-03,2023-11-07,2023-11-06,Delivered,Central,Y,N,CAR14
DLV0044646,ORD0045979,2023-11-09,2023-11-13,2023-11-21,Delivered,Central,Y,N,CAR13
DLV0044647,ORD0045980,2023-12-20,2023-12-24,2023-12-22,Delivered,Central,Y,N,CAR03
DLV0044648,ORD0045981,2024-01-19,2024-01-23,2024-02-08,Delivered,Central,Y,N,CAR15
DLV0044649,ORD0045982,2024-02-20,2024-02-24,2024-02-23,Delivered,Central,Y,N,CAR13
DLV0044650,ORD0045983,2024-04-06,2024-04-10,2024-04-10,Delivered,Central,Y,N,CAR02
DLV0044651,ORD0045984,2024-06-02,2024-06-06,2024-06-06,Delivered,Central,Y,N,CAR11
