Customer_ID,Customer_Name,Customer_Segment,Customer_Location
C01362,Customer_01362,Retail,Bhubaneswar
C01363,Customer_01363,Online,Pune
C01364,Customer_01364,Retail,Mumbai
C01365,Customer_01365,Wholesale,Patna
C01366,Customer_01366,Wholesale,Ahmedabad
C01367,Customer_01367,Retail,Kochi
C01368,Customer_01368,Online,Bhopal
C01369,Customer_01369,Retail,Jaipur
C01370,Customer_01370,Wholesale,Guwahati
C01371,Customer_01371,Online,Chandigarh
C01372,Customer_01372,Online,Nagpur
C01373,Customer_01373,Online,Kolkata
C01374,Customer_01374,Retail,Bhopal
C01375,Customer_01375,Retail,Pune
C01376,Customer_01376,Online,Surat
C01377,Customer_01377,Wholesale,Surat
C01378,Customer_01378,Online,Nagpur
C01379,Customer_01379,Online,Nagpur
C01380,Customer_01380,Online,Indore
C01381,Customer_01381,Wholesale,Jaipur
C01382,Customer_01382,Retail,Nagpur
C01383,Customer_01383,Online,Ahmedabad
C01384,Customer_01384,Wholesale,Kochi
C01385,Customer_01385,Retail,Raipur
C01386,Customer_01386,Online,Kochi
C01387,Customer_01387,Online,Pune
C01388,Customer_01388,Wholesale,Raipur
C01389,Customer_01389,Retail,Delhi
C01390,Customer_01390,Retail,Delhi
C01391,Customer_01391,Online,Kochi
C01392,Customer_01392,Corporate,Lucknow
C01393,Customer_01393,Retail,Chandigarh
C01394,Customer_01394,Retail,Chandigarh
C01395,Customer_01395,Online,Pune
C01396,Customer_01396,Retail,Delhi
C01397,Customer_01397,Wholesale,Kolkata
C01398,Customer_01398,Corporate,Indore
C01399,Customer_01399,Retail,Lucknow
C01400,Customer_01400,Online,Lucknow
C01401,Customer_01401,Retail,Jaipur
C01402,Customer_01402,Retail,Kolkata
C01403,Customer_01403,Online,Delhi
C01404,Customer_01404,Wholesale,Lucknow
C01405,Customer_01405,Corporate,Nagpur
C01406,Customer_01406,Online,Patna
C01407,Customer_01407,Retail,Patna
C01408,Customer_01408,Retail,Lucknow
C01409,Customer_01409,Retail,Patna
C01410,Customer_01410,Retail,Chennai
C01411,Customer_01411,Retail,Guwahati
C01412,Customer_01412,Retail,Kolkata
C01413,Customer_01413,Wholesale,Bhubaneswar
C01414,Customer_01414,Online,Pune
C01415,Customer_01415,Online,Pune
C01416,Customer_01416,Online,Mumbai
C01417,Customer_01417,Retail,Guwahati
C01418,Customer_01418,Retail,Kochi
C01419,Customer_01419,Online,Patna
C01420,Customer_01420,Wholesale,Delhi
C01421,Customer_01421,Retail,Hyderabad
C01422,Customer_01422,Online,Mumbai
C01423,Customer_01423,Online,Raipur
C01424,Customer_01424,Wholesale,Bengaluru
C01425,Customer_01425,Retail,Pune
C01426,Customer_01426,Online,Bengaluru
C01427,Customer_01427,Online,Hyderabad
C01428,Customer_01428,Online,Bhubaneswar
C01429,Customer_01429,Online,Lucknow
C01430,Customer_01430,Online,Bhopal
C01431,Customer_01431,Wholesale,Mumbai
C01432,Customer_01432,Retail,Chennai
C01433,Customer_01433,Online,Nagpur
C01434,Customer_01434,Online,Bengaluru
C01435,Customer_01435,Online,Lucknow
C01436,Customer_01436,Retail,Raipur
C01437,Customer_01437,Retail,Ahmedabad
C01438,Customer_01438,Online,Hyderabad
C01439,Customer_01439,Online,Jaipur
C01440,Customer_01440,Corporate,Indore
C01441,Customer_01441,Online,Hyderabad
C01442,Customer_01442,Online,Kochi
C01443,Customer_01443,Online,Pune
C01444,Customer_01444,Online,Jaipur
C01445,Customer_01445,Online,Guwahati
C01446,Customer_01446,Online,Bengaluru
C01447,Customer_01447,Retail,Raipur
C01448,Customer_01448,Wholesale,Mumbai
C01449,Customer_01449,Online,Pune
C01450,Customer_01450,Retail,Bengaluru
C01451,Customer_01451,Retail,Chennai
C01452,Customer_01452,Retail,Kochi
C01453,Customer_01453,Retail,Patna
C01454,Customer_01454,Retail,Chennai
C01455,Customer_01455,Wholesale,Lucknow
C01456,Customer_01456,Corporate,Indore
C01457,Customer_01457,Wholesale,Hyderabad
C01458,Customer_01458,Retail,Kolkata
C01459,Customer_01459,Retail,Raipur
C01460,Customer_01460,Online,Ahmedabad
C01461,Customer_01461,Retail,Kochi
C01462,Customer_01462,Online,Nagpur
C01463,Customer_01463,Online,Ahmedabad
C01464,Customer_01464,Online,Kolkata
C01465,Customer_01465,Retail,Delhi
C01466,Customer_01466,Online,Hyderabad
C01467,Customer_01467,Retail,Delhi
C01468,Customer_01468,Corporate,Guwahati
C01469,Customer_01469,Online,Indore
C01470,Customer_01470,Retail,Raipur
C01471,Customer_01471,Retail,Bhubaneswar
C01472,Customer_01472,Retail,Guwahati
C01473,Customer_01473,Online,Hyderabad
C01474,Customer_01474,Retail,Surat
C01475,Customer_01475,Online,Lucknow
C01476,Customer_01476,Retail,Delhi
C01477,Customer_01477,Online,Nagpur
C01478,Customer_01478,Online,Nagpur
C01479,Customer_01479,Online,Bengaluru
C01480,Customer_01480,Online,Guwahati
C01481,Customer_01481,Retail,Lucknow
C01482,Customer_01482,Retail,Bengaluru
C01483,Customer_01483,Online,Nagpur
C01484,Customer_01484,Retail,Raipur
C01485,Customer_01485,Wholesale,Jaipur
C01486,Customer_01486,Retail,Indore
C01487,Customer_01487,Retail,Indore
C01488,Customer_01488,Retail,Surat
C01489,Customer_01489,Online,Bhubaneswar
C01490,Customer_01490,Retail,Nagpur
C01491,Customer_01491,Online,Pune
C01492,Customer_01492,Retail,Bengaluru
C01493,Customer_01493,Online,Nagpur
C01494,Customer_01494,Retail,Bengaluru
C01495,Customer_01495,Online,Indore
C01496,Customer_01496,Online,Chandigarh
C01497,Customer_01497,Retail,Surat
C01498,Customer_01498,Corporate,Pune
C01499,Customer_01499,Corporate,Lucknow
C01500,Customer_01500,Online,Patna
C01501,Customer_01501,Online,Pune
C01502,Customer_01502,Retail,Bengaluru
C01503,Customer_01503,Online,Mumbai
C01504,Customer_01504,Retail,Guwahati
C01505,Customer_01505,Retail,Kochi
C01506,Customer_01506,Corporate,Bengaluru
C01507,Customer_01507,Retail,Chandigarh
C01508,Customer_01508,Online,Indore
C01509,Customer_01509,Online,Delhi
C01510,Customer_01510,Online,Indore
C01511,Customer_01511,Corporate,Delhi
C01512,Customer_01512,Retail,Indore
C01513,Customer_01513,Retail,Surat
C01514,Customer_01514,Wholesale,Bengaluru
C01515,Customer_01515,Retail,Raipur
C01516,Customer_01516,Retail,Ahmedabad
C01517,Customer_01517,Retail,Bhubaneswar
C01518,Customer_01518,Online,Jaipur
C01519,Customer_01519,Online,Patna
C01520,Customer_01520,Retail,Ahmedabad
C01521,Customer_01521,Online,Kolkata
C01522,Customer_01522,Retail,Bhubaneswar
C01523,Customer_01523,Retail,Ahmedabad
C01524,Customer_01524,Online,Chennai
C01525,Customer_01525,Online,Nagpur
C01526,Customer_01526,Online,Chandigarh
C01527,Customer_01527,Retail,Bhopal
C01528,Customer_01528,Online,Delhi
C01529,Customer_01529,Online,Raipur
C01530,Customer_01530,Online,Patna
C01531,Customer_01531,Online,Kochi
C01532,Customer_01532,Online,Kolkata
C01533,Customer_01533,Online,Hyderabad
C01534,Customer_01534,Online,Mumbai
C01535,Customer_01535,Corporate,Chandigarh
C01536,Customer_01536,Online,Lucknow
C01537,Customer_01537,Wholesale,Surat
C01538,Customer_01538,Online,Raipur
C01539,Customer_01539,Retail,Ahmedabad
C01540,Customer_01540,Retail,Pune
C01541,Customer_01541,Online,Bengaluru
C01542,Customer_01542,Corporate,Pune
C01543,Customer_01543,Corporate,Delhi
C01544,Customer_01544,Retail,Kolkata
C01545,Customer_01545,Wholesale,Hyderabad
C01546,Customer_01546,Retail,Chennai
C01547,Customer_01547,Corporate,Nagpur
C01548,Customer_01548,Corporate,Guwahati
C01549,Customer_01549,Online,Hyderabad
C01550,Customer_01550,Online,Mumbai
C01551,Customer_01551,Online,Kochi
C01552,Customer_01552,Online,Kochi
C01553,Customer_01553,Retail,Hyderabad
C01554,Customer_01554,Wholesale,Indore
C01555,Customer_01555,Online,Chennai
C01556,Customer_01556,Online,Chennai
C01557,Customer_01557,Retail,Indore
C01558,Customer_01558,Corporate,Kolkata
C01559,Customer_01559,Retail,Jaipur
C01560,Customer_01560,Wholesale,Indore
C01561,Customer_01561,Online,Raipur
C01562,Customer_01562,Online,Kochi
C01563,Customer_01563,Online,Hyderabad
C01564,Customer_01564,Retail,Lucknow
C01565,Customer_01565,Retail,Bengaluru
C01566,Customer_01566,Online,Ahmedabad
C01567,Customer_01567,Online,Chennai
C01568,Customer_01568,Retail,Bengaluru
C01569,Customer_01569,Online,Ahmedabad
C01570,Customer_01570,Wholesale,Lucknow
C01571,Customer_01571,Online,Pune
C01572,Customer_01572,Online,Nagpur
C01573,Customer_01573,Retail,Mumbai
C01574,Customer_01574,Retail,Patna
C01575,Customer_01575,Online,Indore
C01576,Customer_01576,Online,Hyderabad
C01577,Customer_01577,Online,Nagpur
C01578,Customer_01578,Online,Lucknow
C01579,Customer_01579,Online,Lucknow
C01580,Customer_01580,Corporate,Pune
C01581,Customer_01581,Wholesale,Bhopal
C01582,Customer_01582,Wholesale,Kochi
C01583,Customer_01583,Wholesale,Delhi
C01584,Customer_01584,Retail,Hyderabad
C01585,Customer_01585,Online,Bhubaneswar
C01586,Customer_01586,Retail,Lucknow
C01587,Customer_01587,Corporate,Pune
C01588,Customer_01588,Online,Bhubaneswar
C01589,Customer_01589,Online,Bhopal
C01590,Customer_01590,Retail,Bengaluru
C01591,Customer_01591,Retail,Lucknow
C01592,Customer_01592,Retail,Bhubaneswar
C01593,Customer_01593,Wholesale,Guwahati
C01594,Customer_01594,Retail,Jaipur
C01595,Customer_01595,Online,Indore
C01596,Customer_01596,Online,Indore
C01597,Customer_01597,Online,Mumbai
C01598,Customer_01598,Online,Indore
C01599,Customer_01599,Retail,Pune
C01600,Customer_01600,Online,Bhubaneswar
C01601,Customer_01601,Online,Delhi
C01602,Customer_01602,Retail,Bhopal
C01603,Customer_01603,Online,Surat
C01604,Customer_01604,Retail,Patna
C01605,Customer_01605,Online,Nagpur
C01606,Customer_01606,Corporate,Kochi
C01607,Customer_01607,Retail,Patna
C01608,Customer_01608,Online,Bhopal
C01609,Customer_01609,Online,Patna
C01610,Customer_01610,Corporate,Jaipur
C01611,Customer_01611,Wholesale,Chandigarh
C01612,Customer_01612,Online,Chandigarh
C01613,Customer_01613,Retail,Hyderabad
C01614,Customer_01614,Retail,Lucknow
C01615,Customer_01615,Retail,Hyderabad
C01616,Customer_01616,Corporate,Lucknow
C01617,Customer_01617,Online,Patna
C01618,Customer_01618,Online,Raipur
C01619,Customer_01619,Corporate,Raipur
C01620,Customer_01620,Retail,Chandigarh
C01621,Customer_01621,Retail,Nagpur
C01622,Customer_01622,Retail,Delhi
C01623,Customer_01623,Retail,Lucknow
C01624,Customer_01624,Retail,Pune
C01625,Customer_01625,Wholesale,Mumbai
C01626,Customer_01626,Retail,Mumbai
C01627,Customer_01627,Retail,Chennai
C01628,Customer_01628,Retail,Ahmedabad
C01629,Customer_01629,Retail,Chandigarh
C01630,Customer_01630,Corporate,Bhubaneswar
C01631,Customer_01631,Online,Pune
C01632,Customer_01632,Corporate,Surat
C01633,Customer_01633,Wholesale,Kolkata
C01634,Customer_01634,Retail,Chandigarh
C01635,Customer_01635,Online,Kochi
C01636,Customer_01636,Retail,Mumbai
C01637,Customer_01637,Retail,Guwahati
C01638,Customer_01638,Retail,Delhi
C01639,Customer_01639,Retail,Raipur
C01640,Customer_01640,Retail,Hyderabad
C01641,Customer_01641,Retail,Guwahati
C01642,Customer_01642,Online,Guwahati
C01643,Customer_01643,Retail,Kolkata
C01644,Customer_01644,Retail,Surat
C01645,Customer_01645,Online,Indore
C01646,Customer_01646,Retail,Chennai
C01647,Customer_01647,Retail,Lucknow
C01648,Customer_01648,Online,Jaipur
C01649,Customer_01649,Retail,Bhopal
C01650,Customer_01650,Retail,Bhubaneswar
C01651,Customer_01651,Wholesale,Kolkata
C01652,Customer_01652,Retail,Kolkata
C01653,Customer_01653,Online,Guwahati
C01654,Customer_01654,Online,Patna
C01655,Customer_01655,Retail,Bhopal
C01656,Customer_01656,Online,Mumbai
C01657,Customer_01657,Wholesale,Chennai
C01658,Customer_01658,Retail,Guwahati
C01659,Customer_01659,Online,Mumbai
C01660,Customer_01660,Retail,Jaipur
C01661,Customer_01661,Wholesale,Raipur
C01662,Customer_01662,Retail,Ahmedabad
C01663,Customer_01663,Wholesale,Bhubaneswar
C01664,Customer_01664,Retail,Guwahati
C01665,Customer_01665,Online,Patna
C01666,Customer_01666,Retail,Surat
C01667,Customer_01667,Wholesale,Guwahati
C01668,Customer_01668,Wholesale,Surat
C01669,Customer_01669,Online,Guwahati
C01670,Customer_01670,Online,Delhi
C01671,Customer_01671,Online,Chandigarh
C01672,Customer_01672,Online,Bengaluru
C01673,Customer_01673,Online,Kolkata
C01674,Customer_01674,Retail,Bhubaneswar
C01675,Customer_01675,Wholesale,Surat
C01676,Customer_01676,Online,Ahmedabad
C01677,Customer_01677,Corporate,Bhubaneswar
C01678,Customer_01678,Online,Chennai
C01679,Customer_01679,Retail,Kolkata
C01680,Customer_01680,Retail,Pune
C01681,Customer_01681,Wholesale,Guwahati
C01682,Customer_01682,Online,Surat
C01683,Customer_01683,Wholesale,Guwahati
C01684,Customer_01684,Wholesale,Nagpur
C01685,Customer_01685,Online,Ahmedabad
C01686,Customer_01686,Retail,Kochi
C01687,Customer_01687,Online,Indore
C01688,Customer_01688,Wholesale,Bhubaneswar
C01689,Customer_01689,Retail,Pune
C01690,Customer_01690,Wholesale,Nagpur
C01691,Customer_01691,Online,Chennai
C01692,Customer_01692,Retail,Mumbai
C01693,Customer_01693,Retail,Raipur
C01694,Customer_01694,Corporate,Bhopal
C01695,Customer_01695,Retail,Nagpur
C01696,Customer_01696,Online,Chandigarh
C01697,Customer_01697,Online,Kolkata
C01698,Customer_01698,Wholesale,Mumbai
C01699,Customer_01699,Online,Mumbai
C01700,Customer_01700,Retail,Surat
C01701,Customer_01701,Online,Bhopal
C01702,Customer_01702,Retail,Bhubaneswar
C01703,Customer_01703,Online,Chennai
C01704,Customer_01704,Retail,Surat
C01705,Customer_01705,Online,Guwahati
C01706,Customer_01706,Retail,Bhubaneswar
C01707,Customer_01707,Retail,Chandigarh
C01708,Customer_01708,Retail,Mumbai
C01709,Customer_01709,Retail,Nagpur
C01710,Customer_01710,Online,Patna
C01711,Customer_01711,Retail,Bhubaneswar
C01712,Customer_01712,Corporate,Bengaluru
C01713,Customer_01713,Corporate,Jaipur
C01714,Customer_01714,Online,Bhubaneswar
C01715,Customer_01715,Retail,Patna
C01716,Customer_01716,Retail,Nagpur
C01717,Customer_01717,Online,Nagpur
C01718,Customer_01718,Retail,Kochi
C01719,Customer_01719,Retail,Bengaluru
C01720,Customer_01720,Online,Bengaluru
C01721,Customer_01721,Online,Bhopal
C01722,Customer_01722,Online,Nagpur
C01723,Customer_01723,Retail,Lucknow
C01724,Customer_01724,Online,Surat
C01725,Customer_01725,Retail,Mumbai
C01726,Customer_01726,Retail,Jaipur
C01727,Customer_01727,Online,Surat
C01728,Customer_01728,Retail,Indore
C01729,Customer_01729,Retail,Surat
C01730,Customer_01730,Retail,Raipur
C01731,Customer_01731,Online,Chandigarh
C01732,Customer_01732,Online,Bengaluru
C01733,Customer_01733,Online,Lucknow
C01734,Customer_01734,Online,Ahmedabad
C01735,Customer_01735,Retail,Raipur
C01736,Customer_01736,Wholesale,Ahmedabad
C01737,Customer_01737,Retail,Ahmedabad
C01738,Customer_01738,Retail,Bengaluru
C01739,Customer_01739,Wholesale,Ahmedabad
C01740,Customer_01740,Corporate,Kochi
C01741,Customer_01741,Retail,Bhopal
C01742,Customer_01742,Retail,Raipur
C01743,Customer_01743,Retail,Kochi
C01744,Customer_01744,Retail,Chandigarh
C01745,Customer_01745,Corporate,Raipur
C01746,Customer_01746,Wholesale,Chandigarh
C01747,Customer_01747,Wholesale,Indore
C01748,Customer_01748,Online,Nagpur
C01749,Customer_01749,Retail,Patna
C01750,Customer_01750,Wholesale,Mumbai
C01751,Customer_01751,Wholesale,Surat
C01752,Customer_01752,Online,Jaipur
C01753,Customer_01753,Corporate,Mumbai
C01754,Customer_01754,Online,Chandigarh
C01755,Customer_01755,Retail,Bhopal
C01756,Customer_01756,Online,Patna
C01757,Customer_01757,Retail,Guwahati
C01758,Customer_01758,Retail,Bhopal
C01759,Customer_01759,Retail,Chennai
C01760,Customer_01760,Retail,Hyderabad
C01761,Customer_01761,Wholesale,Ahmedabad
C01762,Customer_01762,Online,Lucknow
C01763,Customer_01763,Corporate,Bhubaneswar
C01764,Customer_01764,Wholesale,Pune
C01765,Customer_01765,Wholesale,Indore
C01766,Customer_01766,Retail,Kolkata
C01767,Customer_01767,Retail,Chandigarh
C01768,Customer_01768,Online,Chandigarh
C01769,Customer_01769,Wholesale,Chennai
C01770,Customer_01770,Online,Surat
C01771,Customer_01771,Retail,Nagpur
C01772,Customer_01772,Retail,Bhubaneswar
C01773,Customer_01773,Wholesale,Lucknow
C01774,Customer_01774,Retail,Bhubaneswar
C01775,Customer_01775,Retail,Indore
C01776,Customer_01776,Online,Patna
C01777,Customer_01777,Retail,Surat
C01778,Customer_01778,Online,Kochi
C01779,Customer_01779,Retail,Patna
C01780,Customer_01780,Retail,Bengaluru
C01781,Customer_01781,Retail,Indore
C01782,Customer_01782,Online,Bengaluru
C01783,Customer_01783,Retail,Guwahati
C01784,Customer_01784,Online,Guwahati
C01785,Customer_01785,Retail,Delhi
C01786,Customer_01786,Online,Guwahati
C01787,Customer_01787,Retail,Bengaluru
C01788,Customer_01788,Online,Chandigarh
C01789,Customer_01789,Online,Patna
C01790,Customer_01790,Corporate,Patna
C01791,Customer_01791,Retail,Raipur
C01792,Customer_01792,Retail,Delhi
C01793,Customer_01793,Retail,Nagpur
C01794,Customer_01794,Online,Nagpur
C01795,Customer_01795,Wholesale,Bhopal
C01796,Customer_01796,Online,Pune
C01797,Customer_01797,Retail,Raipur
C01798,Customer_01798,Retail,Bengaluru
C01799,Customer_01799,Retail,Bhubaneswar
C01800,Customer_01800,Corporate,Ahmedabad
C01801,Customer_01801,Online,Indore
C01802,Customer_01802,Corporate,Bhubaneswar
C01803,Customer_01803,Retail,Lucknow
C01804,Customer_01804,Online,Chandigarh
C01805,Customer_01805,Online,Guwahati
C01806,Customer_01806,Retail,Bengaluru
C01807,Customer_01807,Online,Patna
C01808,Customer_01808,Corporate,Guwahati
C01809,Customer_01809,Online,Surat
C01810,Customer_01810,Online,Lucknow
C01811,Customer_01811,Retail,Chandigarh
C01812,Customer_01812,Retail,Indore
C01813,Customer_01813,Corporate,Bhubaneswar
C01814,Customer_01814,Retail,Bhubaneswar
C01815,Customer_01815,Online,Kochi
C01816,Customer_01816,Online,Chandigarh
C01817,Customer_01817,Online,Chennai
C01818,Customer_01818,Corporate,Mumbai
C01819,Customer_01819,Retail,Bhopal
C01820,Customer_01820,Retail,Chennai
C01821,Customer_01821,Retail,Delhi
C01822,Customer_01822,Wholesale,Surat
C01823,Customer_01823,Retail,Bhubaneswar
C01824,Customer_01824,Retail,Ahmedabad
C01825,Customer_01825,Online,Chennai
C01826,Customer_01826,Corporate,Chandigarh
C01827,Customer_01827,Retail,Chennai
C01828,Customer_01828,Retail,Bhubaneswar
C01829,Customer_01829,Corporate,Guwahati
C01830,Customer_01830,Retail,Jaipur
C01831,Customer_01831,Retail,Bhopal
C01832,Customer_01832,Retail,Surat
C01833,Customer_01833,Online,Surat
C01834,Customer_01834,Retail,Kolkata
C01835,Customer_01835,Corporate,Chennai
C01836,Customer_01836,Wholesale,Kochi
C01837,Customer_01837,Wholesale,Bhopal
C01838,Customer_01838,Retail,Chennai
C01839,Customer_01839,Wholesale,Pune
C01840,Customer_01840,Online,Bengaluru
C01841,Customer_01841,Online,Bhopal
C01842,Customer_01842,Online,Surat
C01843,Customer_01843,Online,Hyderabad
C01844,Customer_01844,Corporate,Mumbai
C01845,Customer_01845,Online,Kolkata
C01846,Customer_01846,Online,Bhubaneswar
C01847,Customer_01847,Retail,Bhubaneswar
C01848,Customer_01848,Retail,Hyderabad
C01849,Customer_01849,Retail,Indore
C01850,Customer_01850,Online,Pune
C01851,Customer_01851,Wholesale,Jaipur
C01852,Customer_01852,Wholesale,Guwahati
C01853,Customer_01853,Online,Kolkata
C01854,Customer_01854,Online,Jaipur
C01855,Customer_01855,Corporate,Lucknow
C01856,Customer_01856,Retail,Kochi
C01857,Customer_01857,Online,Ahmedabad
C01858,Customer_01858,Retail,Bhubaneswar
C01859,Customer_01859,Retail,Indore
C01860,Customer_01860,Retail,Chennai
C01861,Customer_01861,Retail,Chennai
C01862,Customer_01862,Wholesale,Bhopal
C01863,Customer_01863,Online,Raipur
C01864,Customer_01864,Retail,Raipur
C01865,Customer_01865,Online,Lucknow
C01866,Customer_01866,Wholesale,Guwahati
C01867,Customer_01867,Retail,Delhi
C01868,Customer_01868,Wholesale,Kolkata
C01869,Customer_01869,Retail,Chandigarh
C01870,Customer_01870,Online,Mumbai
C01871,Customer_01871,Wholesale,Guwahati
C01872,Customer_01872,Retail,Kochi
C01873,Customer_01873,Retail,Patna
C01874,Customer_01874,Wholesale,Kolkata
C01875,Customer_01875,Corporate,Kolkata
C01876,Customer_01876,Retail,Ahmedabad
C01877,Customer_01877,Online,Chandigarh
C01878,Customer_01878,Online,Kochi
C01879,Customer_01879,Corporate,Jaipur
C01880,Customer_01880,Online,Delhi
C01881,Customer_01881,Online,Bhopal
C01882,Customer_01882,Online,Pune
C01883,Customer_01883,Online,Bhopal
C01884,Customer_01884,Retail,Ahmedabad
C01885,Customer_01885,Retail,Jaipur
C01886,Customer_01886,Retail,Delhi
C01887,Customer_01887,Online,Ahmedabad
C01888,Customer_01888,Online,Chandigarh
C01889,Customer_01889,Retail,Lucknow
C01890,Customer_01890,Online,Chennai
C01891,Customer_01891,Wholesale,Indore
C01892,Customer_01892,Retail,Nagpur
C01893,Customer_01893,Corporate,Nagpur
C01894,Customer_01894,Retail,Guwahati
C01895,Customer_01895,Retail,Bengaluru
C01896,Customer_01896,Online,Raipur
C01897,Customer_01897,Online,Nagpur
C01898,Customer_01898,Retail,Chennai
C01899,Customer_01899,Online,Jaipur
C01900,Customer_01900,Wholesale,Bhopal
C01901,Customer_01901,Retail,Delhi
C01902,Customer_01902,Retail,Raipur
C01903,Customer_01903,Online,Ahmedabad
C01904,Customer_01904,Retail,Kolkata
C01905,Customer_01905,Corporate,Indore
C01906,Customer_01906,Online,Surat
C01907,Customer_01907,Corporate,Bengaluru
C01908,Customer_01908,Retail,Mumbai
C01909,Customer_01909,Corporate,Bengaluru
C01910,Customer_01910,Wholesale,Raipur
C01911,Customer_01911,Retail,Kochi
C01912,Customer_01912,Retail,Ahmedabad
C01913,Customer_01913,Retail,Patna
C01914,Customer_01914,Online,Lucknow
C01915,Customer_01915,Wholesale,Lucknow
C01916,Customer_01916,Retail,Bhubaneswar
C01917,Customer_01917,Online,Lucknow
C01918,Customer_01918,Retail,Bhopal
C01919,Customer_01919,Online,Indore
C01920,Customer_01920,Retail,Ahmedabad
C01921,Customer_01921,Online,Mumbai
C01922,Customer_01922,Online,Chennai
C01923,Customer_01923,Wholesale,Pune
C01924,Customer_01924,Retail,Nagpur
C01925,Customer_01925,Retail,Surat
C01926,Customer_01926,Online,Chandigarh
C01927,Customer_01927,Retail,Kochi
C01928,Customer_01928,Retail,Bengaluru
C01929,Customer_01929,Retail,Indore
C01930,Customer_01930,Wholesale,Mumbai
C01931,Customer_01931,Wholesale,Delhi
C01932,Customer_01932,Online,Mumbai
C01933,Customer_01933,Retail,Patna
C01934,Customer_01934,Retail,Surat
C01935,Customer_01935,Online,Indore
C01936,Customer_01936,Online,Pune
C01937,Customer_01937,Retail,Chennai
C01938,Customer_01938,Wholesale,Chandigarh
C01939,Customer_01939,Retail,Bhopal
C01940,Customer_01940,Corporate,Bhubaneswar
C01941,Customer_01941,Retail,Lucknow
C01942,Customer_01942,Corporate,Lucknow
C01943,Customer_01943,Online,Kochi
C01944,Customer_01944,Wholesale,Chennai
C01945,Customer_01945,Retail,Chennai
C01946,Customer_01946,Wholesale,Bhopal
C01947,Customer_01947,Wholesale,Pune
C01948,Customer_01948,Retail,Delhi
C01949,Customer_01949,Online,Pune
C01950,Customer_01950,Corporate,Surat
C01951,Customer_01951,Online,Chennai
C01952,Customer_01952,Online,Pune
C01953,Customer_01953,Retail,Lucknow
C01954,Customer_01954,Wholesale,Lucknow
C01955,Customer_01955,Retail,Kolkata
C01956,Customer_01956,Online,Nagpur
C01957,Customer_01957,Corporate,Ahmedabad
C01958,Customer_01958,Online,Raipur
C01959,Customer_01959,Retail,Nagpur
C01960,Customer_01960,Retail,Nagpur
C01961,Customer_01961,Online,Indore
C01962,Customer_01962,Wholesale,Jaipur
C01963,Customer_01963,Online,Pune
C01964,Customer_01964,Online,Guwahati
C01965,Customer_01965,Online,Nagpur
C01966,Customer_01966,Retail,Kolkata
C01967,Customer_01967,Retail,Chandigarh
C01968,Customer_01968,Retail,Lucknow
C01969,Customer_01969,Retail,Bengaluru
C01970,Customer_01970,Wholesale,Raipur
C01971,Customer_01971,Online,Bengaluru
C01972,Customer_01972,Online,Guwahati
C01973,Customer_01973,Retail,Mumbai
C01974,Customer_01974,Retail,Bengaluru
C01975,Customer_01975,Retail,Jaipur
C01976,Customer_01976,Retail,Nagpur
C01977,Customer_01977,Online,Guwahati
C01978,Customer_01978,Retail,Chandigarh
C01979,Customer_01979,Wholesale,Surat
C01980,Customer_01980,Retail,Bhopal
C01981,Customer_01981,Online,Ahmedabad
C01982,Customer_01982,Online,Pune
C01983,Customer_01983,Retail,Bhopal
C01984,Customer_01984,Wholesale,Raipur
C01985,Customer_01985,Online,Pune
C01986,Customer_01986,Corporate,Guwahati
C01987,Customer_01987,Retail,Indore
C01988,Customer_01988,Online,Lucknow
C01989,Customer_01989,Corporate,Bengaluru
C01990,Customer_01990,Corporate,Guwahati
C01991,Customer_01991,Online,Nagpur
C01992,Customer_01992,Online,Indore
C01993,Customer_01993,Wholesale,Patna
C01994,Customer_01994,Online,Hyderabad
C01995,Customer_01995,Wholesale,Surat
C01996,Customer_01996,Online,Jaipur
C01997,Customer_01997,Wholesale,Nagpur
C01998,Customer_01998,Online,Kochi
C01999,Customer_01999,Online,Jaipur
C02000,Customer_02000,Retail,Patna
C02001,Customer_02001,Online,Raipur
C02002,Customer_02002,Wholesale,Ahmedabad
C02003,Customer_02003,Online,Patna
C02004,Customer_02004,Wholesale,Raipur
C02005,Customer_02005,Retail,Bengaluru
C02006,Customer_02006,Corporate,Lucknow
C02007,Customer_02007,Retail,Jaipur
C02008,Customer_02008,Online,Bhopal
C02009,Customer_02009,Wholesale,Bhubaneswar
C02010,Customer_02010,Wholesale,Ahmedabad
C02011,Customer_02011,Retail,Chennai
C02012,Customer_02012,Online,Raipur
C02013,Customer_02013,Retail,Hyderabad
C02014,Customer_02014,Retail,Lucknow
C02015,Customer_02015,Retail,Pune
C02016,Customer_02016,Retail,Chennai
C02017,Customer_02017,Corporate,Raipur
C02018,Customer_02018,Corporate,Surat
C02019,Customer_02019,Retail,Bhubaneswar
C02020,Customer_02020,Online,Indore
C02021,Customer_02021,Retail,Hyderabad
C02022,Customer_02022,Online,Pune
C02023,Customer_02023,Online,Nagpur
C02024,Customer_02024,Corporate,Surat
C02025,Customer_02025,Wholesale,Surat
C02026,Customer_02026,Online,Mumbai
C02027,Customer_02027,Retail,Kochi
C02028,Customer_02028,Corporate,Raipur
C02029,Customer_02029,Retail,Lucknow
C02030,Customer_02030,Online,Lucknow
C02031,Customer_02031,Online,Chennai
C02032,Customer_02032,Online,Bengaluru
C02033,Customer_02033,Retail,Mumbai
