Order_ID,Order_Line_ID,Customer_ID,Product_ID,Warehouse_ID,Order_Date,Ordered_Quantity,Fulfilled_Quantity,Order_Status
ORD0052631,ORD0052631-L1,C01771,P0005,W14,25-04-2024,2,1,Completed
ORD0052631,ORD0052631-L2,C01771,P0179,W11,25-04-2024,4,3,Completed
ORD0052632,ORD0052632-L1,C01771,P0072,W07,07-05-2024,4,3,Completed
ORD0052633,ORD0052633-L1,C01771,P0140,W03,12-06-2024,4,3,Completed
ORD0052633,ORD0052633-L2,C01771,P0012,W08,12-06-2024,2,1,Completed
ORD0052634,ORD0052634-L1,C01771,P0137,W07,16-06-2024,3,0,Cancelled
ORD0052634,ORD0052634-L2,C01771,P0128,W09,16-06-2024,4,0,Cancelled
ORD0052635,ORD0052635-L1,C01771,P0083,W14,21-07-2024,7,6,Completed
ORD0052636,ORD0052636-L1,C01771,P0129,W05,23-07-2024,3,2,Completed
ORD0052637,ORD0052637-L1,C01771,P0057,W09,03-08-2024,6,5,Completed
ORD0052637,ORD0052637-L2,C01771,P0015,W09,03-08-2024,5,4,Completed
ORD0052638,ORD0052638-L1,C01771,P0154,W05,06-08-2024,4,3,Completed
ORD0052638,ORD0052638-L2,C01771,P0024,W15,06-08-2024,7,6,Completed
ORD0052638,ORD0052638-L3,C01771,P0059,W06,06-08-2024,1,0,Completed
ORD0052639,ORD0052639-L1,C01771,P0070,W08,04-12-2024,6,5,Completed
ORD0052639,ORD0052639-L2,C01771,P0110,W01,04-12-2024,4,3,Completed
ORD0052639,ORD0052639-L3,C01771,P0043,W09,04-12-2024,1,0,Completed
ORD0052640,ORD0052640-L1,C01771,P0200,W07,05-12-2024,6,5,Completed
ORD0052640,ORD0052640-L2,C01771,P0001,W11,05-12-2024,3,2,Completed
ORD0052641,ORD0052641-L1,C01772,P0088,W14,04-02-2023,3,2,Completed
ORD0052642,ORD0052642-L1,C01772,P0180,W07,21-02-2023,5,4,Completed
ORD0052643,ORD0052643-L1,C01772,P0045,W12,18-03-2023,5,4,Completed
ORD0052644,ORD0052644-L1,C01772,P0069,W11,28-04-2023,4,3,Completed
ORD0052644,ORD0052644-L2,C01772,P0123,W09,28-04-2023,4,3,Completed
ORD0052645,ORD0052645-L1,C01772,P0099,W13,09-05-2023,2,1,Completed
ORD0052646,ORD0052646-L1,C01772,P0026,W11,20-05-2023,2,1,Completed
ORD0052646,ORD0052646-L2,C01772,P0195,W11,20-05-2023,7,6,Completed
ORD0052646,ORD0052646-L3,C01772,P0126,W01,20-05-2023,4,3,Completed
ORD0052647,ORD0052647-L1,C01772,P0129,W05,16-06-2023,1,0,Completed
ORD0052648,ORD0052648-L1,C01772,P0185,W12,16-07-2023,6,5,Completed
ORD0052649,ORD0052649-L1,C01772,P0195,W11,05-09-2023,6,5,Completed
ORD0052649,ORD0052649-L2,C01772,P0079,W03,05-09-2023,5,2,Completed
ORD0052650,ORD0052650-L1,C01772,P0087,W01,18-09-2023,2,1,Completed
ORD0052651,ORD0052651-L1,C01772,P0158,W11,28-09-2023,7,6,Completed
ORD0052652,ORD0052652-L1,C01772,P0024,W03,29-11-2023,3,1,Completed
ORD0052652,ORD0052652-L2,C01772,P0157,W03,29-11-2023,1,0,Completed
ORD0052653,ORD0052653-L1,C01772,P0128,W14,10-02-2024,3,2,Completed
ORD0052654,ORD0052654-L1,C01772,P0145,W11,29-02-2024,4,3,Completed
ORD0052655,ORD0052655-L1,C01772,P0032,W11,09-05-2024,7,6,Completed
ORD0052655,ORD0052655-L2,C01772,P0132,W15,09-05-2024,7,5,Completed
ORD0052656,ORD0052656-L1,C01772,P0057,W05,27-07-2024,5,4,Completed
ORD0052657,ORD0052657-L1,C01772,P0182,W03,05-08-2024,5,4,Completed
ORD0052658,ORD0052658-L1,C01772,P0059,W03,20-08-2024,4,3,Completed
ORD0052659,ORD0052659-L1,C01772,P0126,W08,22-08-2024,6,5,Completed
ORD0052659,ORD0052659-L2,C01772,P0113,W11,22-08-2024,7,6,Completed
ORD0052659,ORD0052659-L3,C01772,P0194,W11,22-08-2024,2,1,Completed
ORD0052660,ORD0052660-L1,C01772,P0107,W02,11-09-2024,1,0,Completed
ORD0052661,ORD0052661-L1,C01772,P0147,W03,12-09-2024,1,0,Completed
ORD0052662,ORD0052662-L1,C01772,P0175,W06,27-10-2024,1,0,Cancelled
ORD0052663,ORD0052663-L1,C01772,P0034,W12,18-12-2024,7,6,Completed
ORD0052664,ORD0052664-L1,C01772,P0049,W11,29-12-2024,1,0,Open
ORD0052664,ORD0052664-L2,C01772,P0012,W11,29-12-2024,4,1,Open
ORD0052665,ORD0052665-L1,C01773,P0116,W07,02-01-2023,394,384,Completed
ORD0052665,ORD0052665-L2,C01773,P0057,W12,02-01-2023,328,131,Completed
ORD0052666,ORD0052666-L1,C01773,P0108,W13,04-05-2023,198,196,Completed
ORD0052667,ORD0052667-L1,C01773,P0125,W13,08-06-2023,265,253,Completed
ORD0052668,ORD0052668-L1,C01773,P0174,W01,26-06-2023,382,372,Completed
ORD0052668,ORD0052668-L2,C01773,P0136,W12,26-06-2023,275,274,Completed
ORD0052669,ORD0052669-L1,C01773,P0036,W13,10-08-2023,273,151,Completed
ORD0052670,ORD0052670-L1,C01773,P0163,W09,31-03-2024,167,163,Completed
ORD0052671,ORD0052671-L1,C01773,P0105,W11,26-04-2024,264,251,Completed
ORD0052671,ORD0052671-L2,C01773,P0101,W10,26-04-2024,215,212,Completed
ORD0052671,ORD0052671-L3,C01773,P0170,W02,26-04-2024,269,263,Completed
ORD0052672,ORD0052672-L1,C01773,P0089,W15,10-08-2024,203,201,Completed
ORD0052673,ORD0052673-L1,C01773,P0162,W01,19-08-2024,379,376,Completed
ORD0052674,ORD0052674-L1,C01773,P0136,W03,30-08-2024,339,154,Completed
ORD0052674,ORD0052674-L2,C01773,P0095,W15,30-08-2024,74,71,Completed
ORD0052675,ORD0052675-L1,C01773,P0162,W01,03-10-2024,242,238,Completed
ORD0052675,ORD0052675-L2,C01773,P0165,W01,03-10-2024,343,210,Completed
ORD0052676,ORD0052676-L1,C01773,P0079,W03,05-11-2024,171,115,Completed
ORD0052676,ORD0052676-L2,C01773,P0023,W12,05-11-2024,380,374,Completed
ORD0052677,ORD0052677-L1,C01773,P0187,W05,15-11-2024,389,277,Completed
ORD0052678,ORD0052678-L1,C01773,P0052,W05,16-11-2024,249,91,Completed
ORD0052678,ORD0052678-L2,C01773,P0033,W12,16-11-2024,125,120,Completed
ORD0052679,ORD0052679-L1,C01774,P0011,W11,06-02-2023,1,0,Completed
ORD0052679,ORD0052679-L2,C01774,P0077,W11,06-02-2023,7,6,Completed
ORD0052680,ORD0052680-L1,C01774,P0137,W11,20-02-2023,6,5,Completed
ORD0052680,ORD0052680-L2,C01774,P0001,W03,20-02-2023,4,3,Completed
ORD0052680,ORD0052680-L3,C01774,P0049,W07,20-02-2023,4,3,Completed
ORD0052681,ORD0052681-L1,C01774,P0187,W04,26-02-2023,7,6,Completed
ORD0052681,ORD0052681-L2,C01774,P0051,W11,26-02-2023,4,3,Completed
ORD0052682,ORD0052682-L1,C01774,P0153,W07,30-03-2023,5,4,Completed
ORD0052683,ORD0052683-L1,C01774,P0037,W12,17-04-2023,4,3,Completed
ORD0052683,ORD0052683-L2,C01774,P0038,W11,17-04-2023,3,2,Completed
ORD0052684,ORD0052684-L1,C01774,P0025,W11,19-05-2023,2,1,Completed
ORD0052684,ORD0052684-L2,C01774,P0060,W06,19-05-2023,4,3,Completed
ORD0052684,ORD0052684-L3,C01774,P0142,W03,19-05-2023,2,1,Completed
ORD0052685,ORD0052685-L1,C01774,P0099,W13,30-05-2023,6,5,Completed
ORD0052686,ORD0052686-L1,C01774,P0182,W03,31-07-2023,6,5,Completed
ORD0052686,ORD0052686-L2,C01774,P0087,W14,31-07-2023,5,4,Completed
ORD0052687,ORD0052687-L1,C01774,P0022,W01,09-08-2023,5,2,Completed
ORD0052687,ORD0052687-L2,C01774,P0200,W03,09-08-2023,2,1,Completed
ORD0052688,ORD0052688-L1,C01774,P0126,W08,22-08-2023,7,6,Completed
ORD0052689,ORD0052689-L1,C01774,P0156,W06,12-09-2023,5,4,Completed
ORD0052689,ORD0052689-L2,C01774,P0189,W11,12-09-2023,6,5,Completed
ORD0052690,ORD0052690-L1,C01774,P0073,W14,12-10-2023,1,0,Completed
ORD0052690,ORD0052690-L2,C01774,P0154,W01,12-10-2023,2,1,Completed
ORD0052691,ORD0052691-L1,C01774,P0038,W11,16-10-2023,7,6,Completed
ORD0052691,ORD0052691-L2,C01774,P0094,W11,16-10-2023,2,1,Completed
ORD0052692,ORD0052692-L1,C01774,P0195,W11,21-11-2023,4,3,Completed
ORD0052692,ORD0052692-L2,C01774,P0130,W15,21-11-2023,5,1,Completed
ORD0052693,ORD0052693-L1,C01774,P0041,W11,15-01-2024,6,5,Completed
ORD0052694,ORD0052694-L1,C01774,P0068,W11,19-01-2024,1,0,Completed
ORD0052695,ORD0052695-L1,C01774,P0121,W03,10-02-2024,1,0,Completed
ORD0052696,ORD0052696-L1,C01774,P0058,W03,14-02-2024,1,0,Completed
ORD0052696,ORD0052696-L2,C01774,P0199,W11,14-02-2024,6,5,Completed
ORD0052696,ORD0052696-L3,C01774,P0035,W11,14-02-2024,4,3,Completed
ORD0052697,ORD0052697-L1,C01774,P0126,W01,12-03-2024,6,5,Completed
ORD0052698,ORD0052698-L1,C01774,P0183,W01,07-04-2024,2,1,Completed
ORD0052699,ORD0052699-L1,C01774,P0060,W08,23-05-2024,3,2,Completed
ORD0052699,ORD0052699-L2,C01774,P0003,W11,23-05-2024,2,1,Completed
ORD0052700,ORD0052700-L1,C01774,P0104,W15,18-07-2024,7,6,Completed
ORD0052701,ORD0052701-L1,C01774,P0062,W11,30-09-2024,7,6,Completed
ORD0052702,ORD0052702-L1,C01774,P0128,W14,03-11-2024,7,6,Completed
ORD0052703,ORD0052703-L1,C01774,P0159,W11,15-12-2024,7,6,Completed
ORD0052704,ORD0052704-L1,C01774,P0126,W05,25-12-2024,2,1,Completed
ORD0052704,ORD0052704-L2,C01774,P0101,W08,25-12-2024,4,3,Completed
ORD0052705,ORD0052705-L1,C01775,P0015,W13,12-01-2023,2,1,Completed
ORD0052706,ORD0052706-L1,C01775,P0173,W03,04-02-2023,6,5,Completed
ORD0052706,ORD0052706-L2,C01775,P0187,W05,04-02-2023,4,3,Completed
ORD0052707,ORD0052707-L1,C01775,P0023,W12,15-03-2023,4,3,Completed
ORD0052708,ORD0052708-L1,C01775,P0018,W07,08-04-2023,6,5,Completed
ORD0052709,ORD0052709-L1,C01775,P0074,W08,15-04-2023,2,1,Completed
ORD0052709,ORD0052709-L2,C01775,P0132,W08,15-04-2023,7,6,Completed
ORD0052710,ORD0052710-L1,C01775,P0083,W14,29-04-2023,5,4,Completed
ORD0052711,ORD0052711-L1,C01775,P0147,W13,20-05-2023,3,2,Completed
ORD0052711,ORD0052711-L2,C01775,P0111,W05,20-05-2023,3,2,Completed
ORD0052711,ORD0052711-L3,C01775,P0015,W09,20-05-2023,2,1,Completed
ORD0052712,ORD0052712-L1,C01775,P0168,W14,21-05-2023,2,1,Completed
ORD0052713,ORD0052713-L1,C01775,P0190,W09,13-06-2023,6,5,Completed
ORD0052713,ORD0052713-L2,C01775,P0030,W04,13-06-2023,4,3,Completed
ORD0052713,ORD0052713-L3,C01775,P0043,W09,13-06-2023,2,1,Completed
ORD0052714,ORD0052714-L1,C01775,P0195,W14,02-07-2023,3,2,Completed
ORD0052714,ORD0052714-L2,C01775,P0170,W14,02-07-2023,2,1,Completed
ORD0052715,ORD0052715-L1,C01775,P0090,W07,27-07-2023,7,6,Completed
ORD0052716,ORD0052716-L1,C01775,P0060,W08,15-11-2023,3,2,Completed
ORD0052717,ORD0052717-L1,C01775,P0187,W04,27-11-2023,4,0,Cancelled
ORD0052717,ORD0052717-L2,C01775,P0165,W06,27-11-2023,3,0,Cancelled
ORD0052718,ORD0052718-L1,C01775,P0100,W05,12-12-2023,4,3,Completed
ORD0052719,ORD0052719-L1,C01775,P0048,W09,26-12-2023,1,0,Completed
ORD0052719,ORD0052719-L2,C01775,P0191,W13,26-12-2023,2,1,Completed
ORD0052719,ORD0052719-L3,C01775,P0095,W09,26-12-2023,7,3,Completed
ORD0052720,ORD0052720-L1,C01775,P0043,W14,14-02-2024,1,0,Completed
ORD0052721,ORD0052721-L1,C01775,P0037,W07,05-03-2024,4,3,Completed
ORD0052722,ORD0052722-L1,C01775,P0063,W09,03-04-2024,1,0,Completed
ORD0052723,ORD0052723-L1,C01775,P0106,W05,14-06-2024,1,0,Completed
ORD0052723,ORD0052723-L2,C01775,P0191,W01,14-06-2024,2,0,Completed
ORD0052723,ORD0052723-L3,C01775,P0028,W15,14-06-2024,4,3,Completed
ORD0052724,ORD0052724-L1,C01775,P0051,W09,27-07-2024,3,2,Completed
ORD0052724,ORD0052724-L2,C01775,P0022,W07,27-07-2024,2,1,Completed
ORD0052724,ORD0052724-L3,C01775,P0076,W11,27-07-2024,4,3,Completed
ORD0052725,ORD0052725-L1,C01775,P0198,W09,27-08-2024,4,1,Completed
ORD0052725,ORD0052725-L2,C01775,P0025,W10,27-08-2024,1,0,Completed
ORD0052726,ORD0052726-L1,C01776,P0052,W10,04-01-2023,4,2,Completed
ORD0052726,ORD0052726-L2,C01776,P0111,W02,04-01-2023,3,2,Completed
ORD0052727,ORD0052727-L1,C01776,P0146,W07,04-01-2023,3,2,Completed
ORD0052728,ORD0052728-L1,C01776,P0132,W07,02-02-2023,3,2,Completed
ORD0052729,ORD0052729-L1,C01776,P0194,W03,12-02-2023,3,2,Completed
ORD0052730,ORD0052730-L1,C01776,P0124,W02,18-02-2023,3,2,Completed
ORD0052731,ORD0052731-L1,C01776,P0087,W09,23-02-2023,3,2,Completed
ORD0052732,ORD0052732-L1,C01776,P0121,W03,06-03-2023,2,1,Completed
ORD0052733,ORD0052733-L1,C01776,P0036,W08,12-03-2023,4,3,Completed
ORD0052733,ORD0052733-L2,C01776,P0023,W03,12-03-2023,4,3,Completed
ORD0052734,ORD0052734-L1,C01776,P0130,W05,18-03-2023,3,2,Completed
ORD0052735,ORD0052735-L1,C01776,P0166,W11,26-03-2023,4,3,Completed
ORD0052736,ORD0052736-L1,C01776,P0092,W09,03-04-2023,4,3,Completed
ORD0052737,ORD0052737-L1,C01776,P0179,W03,09-04-2023,1,0,Completed
ORD0052737,ORD0052737-L2,C01776,P0149,W14,09-04-2023,3,2,Completed
ORD0052738,ORD0052738-L1,C01776,P0195,W15,24-04-2023,4,3,Completed
ORD0052738,ORD0052738-L2,C01776,P0004,W03,24-04-2023,4,3,Completed
ORD0052738,ORD0052738-L3,C01776,P0176,W02,24-04-2023,2,1,Completed
ORD0052739,ORD0052739-L1,C01776,P0095,W04,22-05-2023,2,1,Completed
ORD0052740,ORD0052740-L1,C01776,P0083,W11,27-05-2023,,3,Completed
ORD0052741,ORD0052741-L1,C01776,P0177,W01,26-10-2023,2,1,Completed
ORD0052741,ORD0052741-L2,C01776,P0111,W13,26-10-2023,3,2,Completed
ORD0052742,ORD0052742-L1,C01776,P0027,W11,01-11-2023,3,1,Completed
ORD0052742,ORD0052742-L2,C01776,P0146,W13,01-11-2023,4,3,Completed
ORD0052742,ORD0052742-L3,C01776,P0170,W09,01-11-2023,3,2,Completed
ORD0052743,ORD0052743-L1,C01776,P0029,W01,08-11-2023,4,1,Completed
ORD0052744,ORD0052744-L1,C01776,P0144,W09,15-11-2023,4,3,Completed
ORD0052745,ORD0052745-L1,C01776,P0052,W08,18-11-2023,3,2,Completed
ORD0052746,ORD0052746-L1,C01776,P0034,W03,20-11-2023,4,3,Completed
ORD0052746,ORD0052746-L2,C01776,P0041,W10,20-11-2023,4,3,Completed
ORD0052746,ORD0052746-L3,C01776,P0087,W15,20-11-2023,4,3,Completed
ORD0052747,ORD0052747-L1,C01776,P0079,W11,12-01-2024,3,2,Completed
ORD0052748,ORD0052748-L1,C01776,P0024,W03,30-01-2024,3,1,Completed
ORD0052749,ORD0052749-L1,C01776,P0174,W14,05-02-2024,2,1,Completed
ORD0052749,ORD0052749-L2,C01776,P0039,W12,05-02-2024,1,0,Completed
ORD0052749,ORD0052749-L3,C01776,P0165,W14,05-02-2024,4,3,Completed
ORD0052750,ORD0052750-L1,C01776,P0094,W11,29-02-2024,2,1,Completed
ORD0052750,ORD0052750-L2,C01776,P0194,W03,29-02-2024,3,2,Completed
ORD0052751,ORD0052751-L1,C01776,P0074,W01,19-03-2024,4,3,Completed
ORD0052751,ORD0052751-L2,C01776,P0121,W13,19-03-2024,3,2,Completed
ORD0052752,ORD0052752-L1,C01776,P0087,W14,11-04-2024,3,2,Completed
ORD0052753,ORD0052753-L1,C01776,P0040,W12,11-04-2024,1,0,Completed
ORD0052753,ORD0052753-L2,C01776,P0131,W15,11-04-2024,3,1,Completed
ORD0052754,ORD0052754-L1,C01776,P0094,W07,13-04-2024,3,2,Completed
ORD0052755,ORD0052755-L1,C01776,P0182,W03,16-04-2024,3,2,Completed
ORD0052755,ORD0052755-L2,C01776,P0034,W03,16-04-2024,2,1,Completed
ORD0052756,ORD0052756-L1,C01776,P0122,W10,07-05-2024,3,2,Completed
ORD0052757,ORD0052757-L1,C01776,P0101,W03,13-05-2024,3,2,Completed
ORD0052757,ORD0052757-L2,C01776,P0088,W12,13-05-2024,4,3,Completed
ORD0052758,ORD0052758-L1,C01776,P0181,W06,04-06-2024,4,3,Completed
ORD0052758,ORD0052758-L2,C01776,P0036,W10,04-06-2024,2,1,Completed
ORD0052759,ORD0052759-L1,C01776,P0032,W11,11-06-2024,3,2,Completed
ORD0052760,ORD0052760-L1,C01776,P0018,W11,19-07-2024,3,2,Completed
ORD0052761,ORD0052761-L1,C01776,P0017,W07,07-09-2024,2,1,Completed
ORD0052761,ORD0052761-L2,C01776,P0187,W14,07-09-2024,4,3,Completed
ORD0052762,ORD0052762-L1,C01776,P0168,W13,05-10-2024,3,0,Cancelled
ORD0052762,ORD0052762-L2,C01776,P0131,W02,05-10-2024,1,0,Cancelled
ORD0052763,ORD0052763-L1,C01776,P0028,W02,16-11-2024,1,0,Completed
ORD0052764,ORD0052764-L1,C01777,P0159,W04,01-01-2023,7,6,Completed
ORD0052764,ORD0052764-L2,C01777,P0185,W08,01-01-2023,7,6,Completed
ORD0052765,ORD0052765-L1,C01777,P0087,W07,10-01-2023,1,0,Completed
ORD0052766,ORD0052766-L1,C01777,P0179,W07,25-01-2023,6,5,Completed
ORD0052766,ORD0052766-L2,C01777,P0001,W03,25-01-2023,3,2,Completed
ORD0052767,ORD0052767-L1,C01777,P0131,W04,03-02-2023,6,5,Completed
ORD0052768,ORD0052768-L1,C01777,P0049,W05,01-03-2023,4,3,Completed
ORD0052768,ORD0052768-L2,C01777,P0152,W04,01-03-2023,7,6,Completed
ORD0052769,ORD0052769-L1,C01777,P0182,W07,09-03-2023,6,5,Completed
ORD0052770,ORD0052770-L1,C01777,P0144,W02,29-03-2023,1,0,Completed
ORD0052770,ORD0052770-L2,C01777,P0155,W07,29-03-2023,2,1,Completed
ORD0052771,ORD0052771-L1,C01777,P0073,W04,02-04-2023,2,1,Completed
ORD0052772,ORD0052772-L1,C01777,P0158,W12,24-04-2023,1,0,Completed
ORD0052773,ORD0052773-L1,C01777,P0137,W07,29-06-2023,2,1,Completed
ORD0052774,ORD0052774-L1,C01777,P0123,W09,03-07-2023,2,1,Completed
ORD0052774,ORD0052774-L2,C01777,P0027,W11,03-07-2023,1,0,Completed
ORD0052775,ORD0052775-L1,C01777,P0081,W11,30-07-2023,2,1,Completed
ORD0052775,ORD0052775-L2,C01777,P0146,W13,30-07-2023,6,5,Completed
ORD0052776,ORD0052776-L1,C01777,P0016,W07,20-08-2023,5,3,Completed
ORD0052776,ORD0052776-L2,C01777,P0065,W11,20-08-2023,5,4,Completed
ORD0052777,ORD0052777-L1,C01777,P0182,W07,01-09-2023,4,3,Completed
ORD0052778,ORD0052778-L1,C01777,P0153,W12,19-09-2023,7,6,Completed
ORD0052779,ORD0052779-L1,C01777,P0072,W04,21-09-2023,4,3,Completed
ORD0052779,ORD0052779-L2,C01777,P0113,W04,21-09-2023,2,1,Completed
ORD0052779,ORD0052779-L3,C01777,P0179,W04,21-09-2023,1,0,Completed
ORD0052780,ORD0052780-L1,C01777,P0008,W04,10-10-2023,5,4,Completed
ORD0052780,ORD0052780-L2,C01777,P0181,W06,10-10-2023,7,6,Completed
ORD0052780,ORD0052780-L3,C01777,P0089,W08,10-10-2023,6,3,Completed
ORD0052781,ORD0052781-L1,C01777,P0048,W09,15-12-2023,1,0,Completed
ORD0052781,ORD0052781-L2,C01777,P0152,W05,15-12-2023,2,1,Completed
ORD0052782,ORD0052782-L1,C01777,P0168,W04,16-12-2023,4,3,Completed
ORD0052782,ORD0052782-L2,C01777,P0148,W11,16-12-2023,3,2,Completed
ORD0052783,ORD0052783-L1,C01777,P0037,W07,27-12-2023,7,6,Completed
ORD0052784,ORD0052784-L1,C01777,P0107,W11,03-01-2024,7,6,Completed
ORD0052785,ORD0052785-L1,C01777,P0104,W08,30-01-2024,7,6,Completed
ORD0052785,ORD0052785-L2,C01777,P0122,W15,30-01-2024,5,3,Completed
ORD0052786,ORD0052786-L1,C01777,P0196,W03,19-02-2024,4,3,Completed
ORD0052786,ORD0052786-L2,C01777,P0157,W03,19-02-2024,6,5,Completed
ORD0052786,ORD0052786-L3,C01777,P0068,W03,19-02-2024,7,6,Completed
ORD0052787,ORD0052787-L1,C01777,P0181,W06,21-02-2024,7,6,Completed
ORD0052788,ORD0052788-L1,C01777,P0052,W10,23-02-2024,6,5,Completed
ORD0052789,ORD0052789-L1,C01777,P0170,W15,02-05-2024,4,3,Completed
ORD0052790,ORD0052790-L1,C01777,P0144,W04,16-05-2024,7,6,Completed
ORD0052791,ORD0052791-L1,C01777,P0032,W04,22-06-2024,1,0,Completed
ORD0052791,ORD0052791-L2,C01777,P0038,W04,22-06-2024,1,0,Completed
ORD0052791,ORD0052791-L3,C01777,P0057,W04,22-06-2024,7,6,Completed
ORD0052792,ORD0052792-L1,C01777,P0123,W09,11-07-2024,2,1,Completed
ORD0052793,ORD0052793-L1,C01777,P0028,W04,28-07-2024,1,0,Completed
ORD0052793,ORD0052793-L2,C01777,P0024,W03,28-07-2024,7,2,Completed
ORD0052793,ORD0052793-L3,C01777,P0020,W13,28-07-2024,6,5,Completed
ORD0052794,ORD0052794-L1,C01777,P0027,W12,29-07-2024,3,2,Completed
ORD0052795,ORD0052795-L1,C01777,P0159,W04,09-09-2024,6,5,Completed
ORD0052795,ORD0052795-L2,C01777,P0125,W13,09-09-2024,4,3,Completed
ORD0052796,ORD0052796-L1,C01777,P0107,W04,23-09-2024,6,5,Completed
ORD0052797,ORD0052797-L1,C01777,P0063,W06,07-10-2024,4,3,Completed
ORD0052797,ORD0052797-L2,C01777,P0154,W01,07-10-2024,1,0,Completed
ORD0052797,ORD0052797-L3,C01777,P0106,W06,07-10-2024,3,2,Completed
ORD0052798,ORD0052798-L1,C01777,P0029,W10,08-10-2024,2,0,Completed
ORD0052799,ORD0052799-L1,C01778,P0074,W10,04-01-2023,1,0,Completed
ORD0052799,ORD0052799-L2,C01778,P0022,W13,04-01-2023,2,1,Completed
ORD0052800,ORD0052800-L1,C01778,P0021,W02,05-01-2023,4,3,Completed
ORD0052801,ORD0052801-L1,C01778,P0133,W15,16-01-2023,4,3,Completed
ORD0052801,ORD0052801-L2,C01778,P0034,W09,16-01-2023,3,2,Completed
ORD0052802,ORD0052802-L1,C01778,P0157,W02,01-02-2023,1,0,Completed
ORD0052802,ORD0052802-L2,C01778,P0053,W05,01-02-2023,2,1,Completed
ORD0052802,ORD0052802-L3,C01778,P0056,W07,01-02-2023,1,0,Completed
ORD0052803,ORD0052803-L1,C01778,P0075,W15,03-03-2023,3,2,Completed
ORD0052804,ORD0052804-L1,C01778,P0001,W02,19-03-2023,4,3,Completed
ORD0052805,ORD0052805-L1,C01778,P0060,W06,12-04-2023,1,0,Completed
ORD0052806,ORD0052806-L1,C01778,P0060,W13,20-04-2023,3,2,Completed
ORD0052807,ORD0052807-L1,C01778,P0149,W14,01-05-2023,3,2,Completed
ORD0052808,ORD0052808-L1,C01778,P0105,W15,10-05-2023,3,2,Completed
ORD0052808,ORD0052808-L2,C01778,P0104,W15,10-05-2023,2,1,Completed
ORD0052809,ORD0052809-L1,C01778,P0157,W02,09-06-2023,1,0,Completed
ORD0052809,ORD0052809-L2,C01778,P0087,W01,09-06-2023,1,0,Completed
ORD0052810,ORD0052810-L1,C01778,P0109,W01,10-06-2023,2,1,Completed
ORD0052811,ORD0052811-L1,C01778,P0158,W10,28-06-2023,1,0,Completed
ORD0052812,ORD0052812-L1,C01778,P0070,W08,12-07-2023,1,0,Completed
ORD0052813,ORD0052813-L1,C01778,P0050,W07,16-07-2023,3,2,Completed
ORD0052813,ORD0052813-L2,C01778,P0049,W07,16-07-2023,3,2,Completed
ORD0052814,ORD0052814-L1,C01778,P0109,W01,05-08-2023,2,1,Completed
ORD0052814,ORD0052814-L2,C01778,P0034,W12,05-08-2023,3,2,Completed
ORD0052815,ORD0052815-L1,C01778,P0052,W15,07-09-2023,3,1,Completed
ORD0052816,ORD0052816-L1,C01778,P0106,W06,22-10-2023,4,3,Completed
ORD0052817,ORD0052817-L1,C01778,P0029,W02,30-10-2023,4,0,Cancelled
ORD0052817,ORD0052817-L2,C01778,P0047,W14,30-10-2023,2,0,Cancelled
ORD0052818,ORD0052818-L1,C01778,P0015,W10,08-11-2023,2,1,Completed
ORD0052818,ORD0052818-L2,C01778,P0102,W07,08-11-2023,3,2,Completed
ORD0052819,ORD0052819-L1,C01778,P0111,W05,13-12-2023,3,2,Completed
ORD0052820,ORD0052820-L1,C01778,P0042,W05,13-12-2023,1,0,Completed
ORD0052821,ORD0052821-L1,C01778,P0180,W10,02-01-2024,4,3,Completed
ORD0052822,ORD0052822-L1,C01778,P0037,W12,17-01-2024,4,2,Completed
ORD0052822,ORD0052822-L2,C01778,P0149,W14,17-01-2024,4,3,Completed
ORD0052823,ORD0052823-L1,C01778,P0034,W03,23-01-2024,3,2,Completed
ORD0052824,ORD0052824-L1,C01778,P0143,W07,01-04-2024,2,1,Completed
ORD0052824,ORD0052824-L2,C01778,P0010,W15,01-04-2024,2,1,Completed
ORD0052825,ORD0052825-L1,C01778,P0172,W11,04-04-2024,3,2,Completed
ORD0052826,ORD0052826-L1,C01778,P0107,W02,05-04-2024,4,3,Completed
ORD0052827,ORD0052827-L1,C01778,P0144,W02,16-04-2024,3,2,Completed
ORD0052827,ORD0052827-L2,C01778,P0175,W06,16-04-2024,4,3,Completed
ORD0052828,ORD0052828-L1,C01778,P0077,W11,23-04-2024,1,0,Completed
ORD0052829,ORD0052829-L1,C01778,P0019,W02,08-05-2024,3,2,Completed
ORD0052829,ORD0052829-L2,C01778,P0036,W10,08-05-2024,4,3,Completed
ORD0052829,ORD0052829-L3,C01778,P0132,W15,08-05-2024,1,0,Completed
ORD0052830,ORD0052830-L1,C01778,P0103,W14,21-05-2024,2,1,Completed
ORD0052831,ORD0052831-L1,C01778,P0030,W03,01-06-2024,4,3,Completed
ORD0052831,ORD0052831-L2,C01778,P0121,W09,01-06-2024,4,3,Completed
ORD0052832,ORD0052832-L1,C01778,P0143,W02,06-06-2024,3,2,Completed
ORD0052832,ORD0052832-L2,C01778,P0112,W02,06-06-2024,3,2,Completed
ORD0052833,ORD0052833-L1,C01778,P0123,W09,06-06-2024,1,0,Completed
ORD0052833,ORD0052833-L2,C01778,P0032,W03,06-06-2024,1,0,Completed
ORD0052834,ORD0052834-L1,C01778,P0133,W07,10-06-2024,3,2,Completed
