Delivery_ID,Order_ID,Shipment_Date,Expected_Delivery_Date,Actual_Delivery_Date,Delivery_Status,Delivery_Region,Delivery_Accuracy_Flag,Damage_Flag,Carrier_ID
DLV0055748,ORD0057392,18-02-2023,21-02-2023,02-03-2023,Delivered,West,Y,N,CAR14
DLV0055749,ORD0057393,07-03-2023,10-03-2023,09-03-2023,Delivered,West,Y,N,CAR08
DLV0055750,ORD0057394,20-03-2023,23-03-2023,22-03-2023,Delivered,West,Y,N,CAR12
DLV0055751,ORD0057395,22-05-2023,25-05-2023,24-05-2023,Delivered,West,Y,N,CAR06
DLV0055752,ORD0057396,25-05-2023,28-05-2023,28-05-2023,Delivered,West,Y,N,CAR10
DLV0055753,ORD0057397,10-06-2023,13-06-2023,12-06-2023,Delivered,West,Y,N,CAR08
DLV0055754,ORD0057398,13-06-2023,16-06-2023,16-06-2023,Delivered,West,Y,N,CAR01
DLV0055755,ORD0057399,12-07-2023,15-07-2023,15-07-2023,Delivered,West,Y,N,CAR12
DLV0055756,ORD0057400,13-07-2023,16-07-2023,15-07-2023,Delivered,West,Y,N,CAR09
DLV0055757,ORD0057401,13-07-2023,16-07-2023,28-07-2023,Delivered,West,Y,N,CAR04
DLV0055758,ORD0057402,18-09-2023,21-09-2023,25-09-2023,Delivered,West,Y,N,CAR10
DLV0055759,ORD0057403,29-09-2023,02-10-2023,01-10-2023,Delivered,West,Y,N,CAR03
DLV0055760,ORD0057404,08-10-2023,11-10-2023,10-10-2023,Delivered,West,Y,N,CAR08
DLV0055761,ORD0057405,03-12-2023,06-12-2023,06-12-2023,Delivered,West,Y,N,CAR06
DLV0055762,ORD0057406,18-01-2024,21-01-2024,22-01-2024,Delivered,West,Y,N,CAR09
DLV0055763,ORD0057407,24-01-2024,27-01-2024,07-03-2024,Delivered,West,Y,N,CAR06
DLV0055764,ORD0057408,04-02-2024,07-02-2024,07-02-2024,Delivered,West,Y,N,CAR07
DLV0055765,ORD0057409,23-03-2024,26-03-2024,25-03-2024,Delivered,West,Y,N,CAR11
DLV0055766,ORD0057410,29-03-2024,01-04-2024,31-03-2024,Delivered,West,Y,N,CAR15
DLV0055767,ORD0057411,29-03-2024,01-04-2024,31-03-2024,Delivered,West,Y,N,CAR01
DLV0055768,ORD0057412,01-04-2024,04-04-2024,09-04-2024,Delivered,West,Y,N,CAR09
DLV0055769,ORD0057413,13-04-2024,16-04-2024,18-04-2024,Delivered,West,Y,N,CAR08
DLV0055770,ORD0057414,29-04-2024,02-05-2024,10-05-2024,Delivered,West,Y,N,CAR15
DLV0055771,ORD0057415,08-06-2024,11-06-2024,11-06-2024,Delivered,West,Y,N,CAR15
DLV0055772,ORD0057416,18-06-2024,21-06-2024,20-06-2024,Delivered,West,Y,N,CAR02
DLV0055773,ORD0057417,22-06-2024,25-06-2024,24-06-2024,Delivered,West,Y,N,CAR12
DLV0055774,ORD0057418,02-07-2024,05-07-2024,05-07-2024,Delivered,West,Y,N,CAR04
DLV0055775,ORD0057419,13-08-2024,16-08-2024,15-08-2024,Delivered,West,Y,N,CAR05
DLV0055776,ORD0057420,03-09-2024,06-09-2024,16-09-2024,Delivered,West,Y,N,CAR07
DLV0055777,ORD0057421,17-09-2024,20-09-2024,27-09-2024,Delivered,West,Y,N,CAR13
DLV0055778,ORD0057422,25-09-2024,28-09-2024,28-09-2024,Delivered,West,Y,Y,CAR13
DLV0055779,ORD0057423,11-10-2024,14-10-2024,20-10-2024,Delivered,West,Y,N,CAR01
DLV0055780,ORD0057424,16-10-2024,19-10-2024,18-10-2024,Delivered,West,Y,N,CAR08
DLV0055781,ORD0057425,23-10-2024,26-10-2024,21-11-2024,Delivered,West,Y,N,CAR11
DLV0055782,ORD0057426,29-10-2024,01-11-2024,31-10-2024,Delivered,West,Y,N,CAR15
DLV0055783,ORD0057427,24-11-2024,27-11-2024,28-11-2024,Delivered,West,Y,N,CAR06
DLV0055784,ORD0057428,27-11-2024,30-11-2024,14-12-2024,Delivered,West,Y,N,CAR13
DLV0055785,ORD0057429,07-12-2024,10-12-2024,09-12-2024,Delivered,West,Y,N,CAR01
DLV0055786,ORD0057430,11-12-2024,14-12-2024,20-12-2024,Delivered,West,Y,Y,CAR14
DLV0055787,ORD0057431,05-01-2023,10-01-2023,09-01-2023,Delivered,East,Y,N,CAR01
DLV0055788,ORD0057432,08-04-2023,13-04-2023,11-04-2023,Delivered,East,Y,N,CAR13
DLV0055789,ORD0057433,16-04-2023,21-04-2023,21-04-2023,Delivered,East,Y,N,CAR09
DLV0055790,ORD0057434,08-06-2023,13-06-2023,11-06-2023,Delivered,East,Y,N,CAR01
DLV0055791,ORD0057435,24-06-2023,29-06-2023,17-07-2023,Delivered,East,Y,N,CAR06
DLV0055792,ORD0057436,11-07-2023,16-07-2023,24-07-2023,Delivered,East,Y,N,CAR11
DLV0055793,ORD0057437,28-07-2023,02-08-2023,02-08-2023,Delivered,East,Y,N,CAR03
DLV0055794,ORD0057438,08-09-2023,13-09-2023,13-09-2023,Delivered,East,Y,N,CAR13
DLV0055795,ORD0057439,10-09-2023,15-09-2023,15-09-2023,Delivered,East,Y,N,CAR11
DLV0055796,ORD0057440,03-10-2023,08-10-2023,20-10-2023,Delivered,East,Y,Y,CAR09
DLV0055797,ORD0057441,12-11-2023,17-11-2023,18-11-2023,Delivered,East,Y,N,CAR07
DLV0055798,ORD0057442,04-12-2023,09-12-2023,21-12-2023,Delivered,East,Y,N,CAR04
DLV0055799,ORD0057443,23-12-2023,28-12-2023,06-01-2024,Delivered,East,Y,N,CAR08
DLV0055800,ORD0057445,09-01-2024,14-01-2024,21-01-2024,Delivered,East,Y,N,CAR09
DLV0055801,ORD0057446,22-02-2024,27-02-2024,26-02-2024,Delivered,East,Y,N,CAR13
DLV0055802,ORD0057447,29-02-2024,05-03-2024,05-03-2024,Delivered,East,Y,N,CAR15
DLV0055803,ORD0057448,14-03-2024,19-03-2024,18-03-2024,Delivered,East,Y,N,CAR15
DLV0055804,ORD0057449,19-05-2024,24-05-2024,24-05-2024,Delivered,East,Y,N,CAR09
DLV0055805,ORD0057450,05-06-2024,10-06-2024,18-06-2024,Delivered,East,Y,N,CAR09
DLV0055806,ORD0057451,08-06-2024,13-06-2024,12-06-2024,Delivered,East,Y,N,CAR01
DLV0055807,ORD0057452,04-07-2024,09-07-2024,09-07-2024,Delivered,East,Y,N,CAR03
DLV0055808,ORD0057453,30-07-2024,04-08-2024,10-08-2024,Delivered,East,Y,N,CAR07
DLV0055809,ORD0057454,11-09-2024,16-09-2024,21-09-2024,Delivered,East,Y,N,CAR09
DLV0055810,ORD0057455,19-09-2024,24-09-2024,29-09-2024,Delivered,East,Y,N,CAR14
DLV0055811,ORD0057456,28-09-2024,03-10-2024,03-10-2024,Delivered,East,Y,N,CAR14
DLV0055812,ORD0057457,17-10-2024,22-10-2024,21-10-2024,Delivered,East,Y,N,CAR01
DLV0055813,ORD0057458,11-11-2024,16-11-2024,15-11-2024,Delivered,East,Y,N,CAR01
DLV0055814,ORD0057459,19-11-2024,24-11-2024,23-11-2024,Delivered,East,Y,N,CAR04
DLV0055815,ORD0057460,21-11-2024,26-11-2024,29-11-2024,Delivered,East,Y,N,CAR07
DLV0055816,ORD0057461,08-01-2023,11-01-2023,10-01-2023,Delivered,West,Y,N,CAR10
DLV0055817,ORD0057462,20-01-2023,23-01-2023,23-01-2023,Delivered,West,Y,N,CAR04
DLV0055818,ORD0057463,27-02-2023,02-03-2023,01-03-2023,Delivered,West,Y,Y,CAR10
DLV0055819,ORD0057464,06-03-2023,09-03-2023,09-03-2023,Delivered,West,Y,N,CAR03
DLV0055820,ORD0057465,17-03-2023,20-03-2023,19-03-2023,Delivered,West,Y,N,CAR10
DLV0055821,ORD0057466,01-06-2023,04-06-2023,03-06-2023,Delivered,West,Y,N,CAR14
DLV0055822,ORD0057467,04-06-2023,07-06-2023,07-06-2023,Delivered,West,Y,N,CAR13
DLV0055823,ORD0057468,24-06-2023,27-06-2023,06-07-2023,Delivered,West,Y,N,CAR01
DLV0055824,ORD0057469,25-06-2023,28-06-2023,27-06-2023,Delivered,West,Y,N,CAR10
DLV0055825,ORD0057470,27-08-2023,30-08-2023,30-08-2023,Delivered,West,Y,N,CAR06
DLV0055826,ORD0057471,09-10-2023,12-10-2023,12-10-2023,Delivered,West,Y,Y,CAR06
DLV0055827,ORD0057472,17-11-2023,20-11-2023,19-11-2023,Delivered,West,Y,N,CAR05
DLV0055828,ORD0057473,27-03-2024,30-03-2024,30-03-2024,Delivered,West,Y,N,CAR01
DLV0055829,ORD0057474,28-05-2024,31-05-2024,31-05-2024,Delivered,West,Y,N,CAR06
DLV0055830,ORD0057475,31-05-2024,03-06-2024,03-06-2024,Delivered,West,Y,N,CAR14
DLV0055831,ORD0057476,15-06-2024,18-06-2024,17-06-2024,Delivered,West,Y,N,CAR02
DLV0055832,ORD0057477,19-06-2024,22-06-2024,22-06-2024,Delivered,West,Y,N,CAR04
DLV0055833,ORD0057478,23-07-2024,26-07-2024,12-08-2024,Delivered,West,Y,N,CAR07
DLV0055834,ORD0057479,05-08-2024,08-08-2024,07-08-2024,Delivered,West,Y,N,CAR04
DLV0055835,ORD0057480,30-08-2024,02-09-2024,12-09-2024,Delivered,West,Y,N,CAR01
DLV0055836,ORD0057481,06-10-2024,09-10-2024,10-10-2024,Delivered,West,Y,N,CAR14
DLV0055837,ORD0057482,07-11-2024,10-11-2024,18-11-2024,Delivered,West,Y,N,CAR04
DLV0055838,ORD0057483,21-11-2024,24-11-2024,26-11-2024,Delivered,West,Y,N,CAR13
DLV0055839,ORD0057484,26-11-2024,29-11-2024,28-11-2024,Delivered,West,Y,N,CAR12
DLV0055840,ORD0057485,08-12-2024,11-12-2024,11-12-2024,Delivered,West,Y,N,CAR05
DLV0055841,ORD0057486,21-12-2024,24-12-2024,24-12-2024,Delivered,West,Y,N,CAR06
DLV0055842,ORD0057487,15-01-2023,19-01-2023,19-01-2023,Delivered,Central,Y,N,CAR09
DLV0055843,ORD0057488,15-01-2023,19-01-2023,18-01-2023,Delivered,Central,Y,N,CAR12
DLV0055844,ORD0057489,25-01-2023,29-01-2023,31-01-2023,Delivered,Central,Y,N,CAR05
DLV0055845,ORD0057490,01-03-2023,05-03-2023,05-03-2023,Delivered,Central,Y,N,CAR07
DLV0055846,ORD0057491,01-03-2023,05-03-2023,05-03-2023,Delivered,Central,Y,N,CAR01
DLV0055847,ORD0057492,03-03-2023,07-03-2023,13-03-2023,Delivered,Central,Y,N,CAR08
DLV0055848,ORD0057493,11-04-2023,15-04-2023,14-04-2023,Delivered,Central,Y,N,CAR03
DLV0055849,ORD0057494,18-04-2023,22-04-2023,22-04-2023,Delivered,Central,Y,N,CAR13
DLV0055850,ORD0057495,04-05-2023,08-05-2023,09-05-2023,Delivered,Central,Y,N,CAR05
DLV0055851,ORD0057496,14-09-2023,18-09-2023,17-09-2023,Delivered,Central,Y,N,CAR15
DLV0055852,ORD0057497,18-09-2023,22-09-2023,22-09-2023,Delivered,Central,Y,N,CAR08
DLV0055853,ORD0057498,21-09-2023,25-09-2023,24-09-2023,Delivered,Central,Y,N,CAR08
DLV0055854,ORD0057499,25-11-2023,29-11-2023,02-12-2023,Delivered,Central,Y,N,CAR04
DLV0055855,ORD0057500,11-12-2023,15-12-2023,14-12-2023,Delivered,Central,Y,N,CAR04
DLV0055856,ORD0057501,27-12-2023,31-12-2023,30-12-2023,Delivered,Central,Y,N,CAR01
DLV0055857,ORD0057502,03-01-2024,07-01-2024,06-01-2024,Delivered,Central,Y,N,CAR11
DLV0055858,ORD0057503,07-01-2024,11-01-2024,16-02-2024,Delivered,Central,Y,N,CAR13
DLV0055859,ORD0057504,13-01-2024,17-01-2024,18-01-2024,Delivered,Central,Y,N,CAR11
DLV0055860,ORD0057505,01-03-2024,05-03-2024,10-03-2024,Delivered,Central,Y,N,CAR03
DLV0055861,ORD0057506,06-03-2024,10-03-2024,09-03-2024,Delivered,Central,Y,N,CAR13
DLV0055862,ORD0057507,07-03-2024,11-03-2024,11-03-2024,Delivered,Central,Y,N,CAR03
DLV0055863,ORD0057508,20-03-2024,24-03-2024,23-03-2024,Delivered,Central,Y,N,CAR14
DLV0055864,ORD0057509,03-05-2024,07-05-2024,07-05-2024,Delivered,Central,Y,N,CAR08
DLV0055865,ORD0057510,15-06-2024,19-06-2024,19-06-2024,Delivered,Central,N,N,CAR02
DLV0055866,ORD0057511,26-06-2024,30-06-2024,30-06-2024,Delivered,Central,Y,N,CAR07
DLV0055867,ORD0057512,13-07-2024,17-07-2024,17-07-2024,Delivered,Central,Y,N,CAR09
DLV0055868,ORD0057513,26-07-2024,30-07-2024,04-08-2024,Delivered,Central,Y,N,CAR09
DLV0055869,ORD0057514,02-08-2024,06-08-2024,15-08-2024,Delivered,Central,Y,N,CAR15
DLV0055870,ORD0057515,05-08-2024,09-08-2024,07-08-2024,Delivered,Central,Y,N,CAR14
DLV0055871,ORD0057516,20-08-2024,24-08-2024,30-08-2024,Delivered,Central,Y,N,CAR06
DLV0055872,ORD0057517,15-09-2024,19-09-2024,19-09-2024,Delivered,Central,Y,N,CAR13
DLV0055873,ORD0057518,25-09-2024,29-09-2024,29-10-2024,Delivered,Central,Y,N,CAR05
DLV0055874,ORD0057519,02-10-2024,06-10-2024,06-10-2024,Delivered,Central,Y,N,CAR15
DLV0055875,ORD0057520,06-10-2024,10-10-2024,10-10-2024,Delivered,Central,Y,N,CAR15
DLV0055876,ORD0057521,20-10-2024,24-10-2024,13-11-2024,Delivered,Central,Y,N,CAR09
DLV0055877,ORD0057522,04-11-2024,08-11-2024,08-11-2024,Delivered,Central,Y,N,CAR12
DLV0055878,ORD0057523,13-11-2024,17-11-2024,16-11-2024,Delivered,Central,Y,N,CAR02
DLV0055879,ORD0057524,17-11-2024,21-11-2024,25-11-2024,Delivered,Central,Y,N,CAR13
DLV0055880,ORD0057525,23-11-2024,27-11-2024,30-11-2024,Delivered,Central,Y,N,CAR04
DLV0055881,ORD0057526,15-12-2024,19-12-2024,19-12-2024,Delivered,Central,Y,N,CAR14
DLV0055882,ORD0057527,02-01-2025,06-01-2025,10-01-2025,Delivered,Central,Y,N,CAR13
DLV0055883,ORD0057528,06-01-2023,09-01-2023,08-01-2023,Delivered,West,Y,N,CAR10
DLV0055884,ORD0057529,24-01-2023,27-01-2023,26-01-2023,Delivered,West,Y,N,CAR04
DLV0055885,ORD0057530,08-02-2023,11-02-2023,11-02-2023,Delivered,West,Y,Y,CAR02
DLV0055886,ORD0057531,09-04-2023,12-04-2023,12-04-2023,Delivered,West,Y,N,CAR02
DLV0055887,ORD0057532,16-04-2023,19-04-2023,22-04-2023,Delivered,West,Y,N,CAR05
DLV0055888,ORD0057533,28-05-2023,31-05-2023,31-05-2023,Delivered,West,Y,N,CAR02
DLV0055889,ORD0057534,04-07-2023,07-07-2023,08-07-2023,Delivered,West,Y,N,CAR14
DLV0055890,ORD0057535,12-11-2023,15-11-2023,14-11-2023,Delivered,West,Y,N,CAR08
DLV0055891,ORD0057536,26-11-2023,29-11-2023,29-11-2023,Delivered,West,Y,N,CAR13
DLV0055892,ORD0057537,06-12-2023,09-12-2023,08-12-2023,Delivered,West,Y,N,CAR15
DLV0055893,ORD0057538,17-01-2024,20-01-2024,20-01-2024,Delivered,West,Y,N,CAR14
DLV0055894,ORD0057539,28-01-2024,31-01-2024,01-02-2024,Delivered,West,Y,N,CAR01
DLV0055895,ORD0057540,29-01-2024,01-02-2024,04-02-2024,Delivered,West,Y,N,CAR15
DLV0055896,ORD0057541,16-02-2024,19-02-2024,19-02-2024,Delivered,West,Y,N,CAR09
DLV0055897,ORD0057542,27-02-2024,01-03-2024,29-02-2024,Delivered,West,Y,N,CAR01
DLV0055898,ORD0057543,04-03-2024,07-03-2024,05-03-2024,Delivered,West,Y,N,CAR10
DLV0055899,ORD0057544,05-03-2024,08-03-2024,07-03-2024,Delivered,West,Y,N,CAR09
DLV0055900,ORD0057545,08-03-2024,11-03-2024,10-03-2024,Delivered,West,Y,N,CAR06
DLV0055901,ORD0057547,18-03-2024,21-03-2024,10-04-2024,Delivered,West,Y,N,CAR06
DLV0055902,ORD0057548,19-03-2024,22-03-2024,22-03-2024,Delivered,West,Y,N,CAR09
DLV0055903,ORD0057549,03-04-2024,06-04-2024,06-04-2024,Delivered,West,Y,N,CAR10
DLV0055904,ORD0057550,11-04-2024,14-04-2024,13-04-2024,Delivered,West,Y,N,CAR04
DLV0055905,ORD0057551,19-04-2024,22-04-2024,21-04-2024,Delivered,West,Y,Y,CAR01
DLV0055906,ORD0057552,03-05-2024,06-05-2024,17-05-2024,Delivered,West,Y,N,CAR15
DLV0055907,ORD0057553,14-05-2024,17-05-2024,01-06-2024,Delivered,West,Y,N,CAR12
DLV0055908,ORD0057554,13-06-2024,16-06-2024,16-06-2024,Delivered,West,Y,N,CAR15
DLV0055909,ORD0057555,20-06-2024,23-06-2024,30-06-2024,Delivered,West,Y,N,CAR11
DLV0055910,ORD0057556,04-09-2024,07-09-2024,08-09-2024,Delivered,West,Y,N,CAR15
DLV0055911,ORD0057557,04-10-2024,07-10-2024,07-10-2024,Delivered,West,Y,Y,CAR11
DLV0055912,ORD0057558,30-10-2024,02-11-2024,15-11-2024,Delivered,West,Y,N,CAR08
DLV0055913,ORD0057559,13-11-2024,16-11-2024,16-11-2024,Delivered,West,Y,N,CAR08
DLV0055914,ORD0057560,28-11-2024,01-12-2024,30-11-2024,Delivered,West,Y,N,CAR09
DLV0055915,ORD0057561,11-12-2024,14-12-2024,20-12-2024,Delivered,West,Y,N,CAR03
DLV0055916,ORD0057562,29-12-2024,01-01-2025,07-01-2025,Delivered,West,Y,N,CAR07
DLV0055917,ORD0057563,23-01-2023,27-01-2023,30-01-2023,Delivered,South,Y,N,CAR12
DLV0055918,ORD0057564,28-01-2023,01-02-2023,06-02-2023,Delivered,South,Y,N,CAR11
DLV0055919,ORD0057565,28-02-2023,04-03-2023,11-03-2023,Delivered,South,Y,N,CAR09
DLV0055920,ORD0057566,07-05-2023,11-05-2023,14-05-2023,Delivered,South,Y,N,CAR10
DLV0055921,ORD0057567,18-05-2023,22-05-2023,21-05-2023,Delivered,South,Y,N,CAR06
DLV0055922,ORD0057568,03-07-2023,07-07-2023,10-07-2023,Delivered,South,Y,N,CAR12
DLV0055923,ORD0057569,05-07-2023,09-07-2023,09-07-2023,Delivered,South,Y,N,CAR01
DLV0055924,ORD0057570,06-07-2023,10-07-2023,09-07-2023,Delivered,South,Y,N,CAR12
DLV0055925,ORD0057571,15-07-2023,19-07-2023,20-07-2023,Delivered,South,Y,Y,CAR02
DLV0055926,ORD0057572,28-07-2023,01-08-2023,31-07-2023,Delivered,South,Y,N,CAR12
DLV0055927,ORD0057573,28-07-2023,01-08-2023,05-08-2023,Delivered,South,Y,N,CAR08
DLV0055928,ORD0057574,01-08-2023,05-08-2023,04-08-2023,Delivered,South,Y,N,CAR10
DLV0055929,ORD0057575,03-08-2023,07-08-2023,06-08-2023,Delivered,South,Y,Y,CAR04
DLV0055930,ORD0057576,15-08-2023,19-08-2023,19-08-2023,Delivered,South,Y,N,CAR15
DLV0055931,ORD0057577,16-09-2023,20-09-2023,24-09-2023,Delivered,South,Y,Y,CAR10
DLV0055932,ORD0057578,23-09-2023,27-09-2023,29-09-2023,Delivered,South,Y,N,CAR14
DLV0055933,ORD0057579,23-09-2023,27-09-2023,06-10-2023,Delivered,South,Y,N,CAR15
DLV0055934,ORD0057580,06-10-2023,10-10-2023,10-10-2023,Delivered,South,Y,N,CAR09
DLV0055935,ORD0057581,21-10-2023,25-10-2023,23-10-2023,Delivered,South,Y,N,CAR13
DLV0055936,ORD0057582,22-12-2023,26-12-2023,25-12-2023,Delivered,South,Y,N,CAR01
DLV0055937,ORD0057583,30-12-2023,03-01-2024,03-01-2024,Delivered,South,Y,N,CAR03
DLV0055938,ORD0057584,23-01-2024,27-01-2024,31-01-2024,Delivered,South,Y,N,CAR11
DLV0055939,ORD0057585,04-02-2024,08-02-2024,06-02-2024,Delivered,South,Y,N,CAR02
DLV0055940,ORD0057586,17-02-2024,21-02-2024,22-02-2024,Delivered,South,Y,N,CAR11
DLV0055941,ORD0057587,04-03-2024,08-03-2024,08-03-2024,Delivered,South,Y,N,CAR06
DLV0055942,ORD0057588,21-03-2024,25-03-2024,27-03-2024,Delivered,South,Y,N,CAR12
DLV0055943,ORD0057589,07-04-2024,11-04-2024,15-04-2024,Delivered,South,Y,Y,CAR05
DLV0055944,ORD0057590,21-06-2024,25-06-2024,02-07-2024,Delivered,South,Y,N,CAR01
DLV0055945,ORD0057591,27-06-2024,01-07-2024,30-06-2024,Delivered,South,Y,N,CAR15
DLV0055946,ORD0057592,11-07-2024,15-07-2024,14-07-2024,Delivered,South,Y,N,CAR12
DLV0055947,ORD0057593,11-08-2024,15-08-2024,15-08-2024,Delivered,South,Y,N,CAR04
DLV0055948,ORD0057594,16-08-2024,20-08-2024,20-08-2024,Delivered,South,Y,N,CAR04
DLV0055949,ORD0057595,15-10-2024,19-10-2024,25-10-2024,Delivered,South,Y,N,CAR11
DLV0055950,ORD0057596,15-11-2024,19-11-2024,24-11-2024,Delivered,South,Y,N,CAR02
DLV0055951,ORD0057597,10-04-2023,13-04-2023,13-04-2023,Delivered,North,Y,N,CAR02
DLV0055952,ORD0057598,16-04-2023,19-04-2023,19-04-2023,Delivered,North,Y,N,CAR14
DLV0055953,ORD0057599,19-05-2023,22-05-2023,22-05-2023,Delivered,North,Y,N,CAR09
DLV0055954,ORD0057600,09-06-2023,12-06-2023,12-06-2023,Delivered,North,Y,N,CAR12
DLV0055955,ORD0057601,04-07-2023,07-07-2023,07-07-2023,Delivered,North,Y,N,CAR15
DLV0055956,ORD0057602,13-07-2023,16-07-2023,15-07-2023,Delivered,North,Y,N,CAR06
DLV0055957,ORD0057603,24-07-2023,27-07-2023,27-07-2023,Delivered,North,Y,N,CAR10
DLV0055958,ORD0057604,24-07-2023,27-07-2023,27-07-2023,Delivered,North,Y,N,CAR05
DLV0055959,ORD0057605,15-08-2023,18-08-2023,17-08-2023,Delivered,North,Y,N,CAR09
DLV0055960,ORD0057606,22-10-2023,25-10-2023,25-10-2023,Delivered,North,Y,N,CAR06
DLV0055961,ORD0057607,15-01-2024,18-01-2024,29-01-2024,Delivered,North,Y,N,CAR07
DLV0055962,ORD0057608,08-03-2024,11-03-2024,11-03-2024,Delivered,North,Y,N,CAR06
DLV0055963,ORD0057609,20-04-2024,23-04-2024,26-04-2024,Delivered,North,Y,N,CAR09
DLV0055964,ORD0057610,19-06-2024,22-06-2024,05-07-2024,Delivered,North,Y,N,CAR10
DLV0055965,ORD0057611,28-06-2024,01-07-2024,01-07-2024,Delivered,North,Y,N,CAR14
DLV0055966,ORD0057612,16-07-2024,19-07-2024,19-07-2024,Delivered,North,Y,N,CAR10
DLV0055967,ORD0057613,15-08-2024,18-08-2024,17-08-2024,Delivered,North,Y,N,CAR14
DLV0055968,ORD0057614,30-08-2024,02-09-2024,02-09-2024,Delivered,North,Y,N,CAR11
DLV0055969,ORD0057615,19-10-2024,22-10-2024,21-10-2024,Delivered,North,Y,N,CAR04
DLV0055970,ORD0057616,29-01-2023,02-02-2023,01-02-2023,Delivered,Central,Y,N,CAR05
DLV0055971,ORD0057617,03-02-2023,07-02-2023,06-02-2023,Delivered,Central,Y,Y,CAR06
DLV0055972,ORD0057618,12-02-2023,16-02-2023,16-02-2023,Delivered,Central,Y,N,CAR13
DLV0055973,ORD0057619,26-03-2023,,30-03-2023,Delivered,Central,Y,N,CAR11
DLV0055974,ORD0057620,08-04-2023,12-04-2023,12-04-2023,Delivered,Central,Y,N,CAR08
DLV0055975,ORD0057621,12-04-2023,16-04-2023,16-04-2023,Delivered,Central,Y,N,CAR13
DLV0055976,ORD0057622,16-04-2023,20-04-2023,19-04-2023,Delivered,Central,Y,N,CAR01
DLV0055977,ORD0057623,10-06-2023,14-06-2023,13-06-2023,Delivered,Central,Y,N,CAR06
DLV0055978,ORD0057624,04-07-2023,08-07-2023,10-07-2023,Delivered,Central,Y,N,CAR14
DLV0055979,ORD0057625,16-07-2023,20-07-2023,19-07-2023,Delivered,Central,Y,N,CAR08
DLV0055980,ORD0057626,25-07-2023,29-07-2023,29-07-2023,Delivered,Central,Y,Y,CAR15
DLV0055981,ORD0057627,23-08-2023,27-08-2023,28-08-2023,Delivered,Central,Y,N,CAR06
DLV0055982,ORD0057628,27-09-2023,01-10-2023,03-10-2023,Delivered,Central,Y,N,CAR01
DLV0055983,ORD0057629,28-10-2023,01-11-2023,04-11-2023,Delivered,Central,Y,N,CAR10
DLV0055984,ORD0057630,28-11-2023,02-12-2023,01-12-2023,Delivered,Central,Y,N,CAR14
DLV0055985,ORD0057631,10-12-2023,14-12-2023,13-12-2023,Delivered,Central,Y,N,CAR10
DLV0055986,ORD0057632,25-12-2023,29-12-2023,04-01-2024,Delivered,Central,Y,N,CAR14
DLV0055987,ORD0057633,18-02-2024,22-02-2024,23-02-2024,Delivered,Central,Y,N,CAR03
DLV0055988,ORD0057634,23-02-2024,27-02-2024,11-03-2024,Delivered,Central,Y,N,CAR01
DLV0055989,ORD0057635,12-04-2024,16-04-2024,16-04-2024,Delivered,Central,Y,N,CAR04
DLV0055990,ORD0057636,15-04-2024,19-04-2024,21-04-2024,Delivered,Central,Y,N,CAR03
DLV0055991,ORD0057637,21-05-2024,25-05-2024,25-05-2024,Delivered,Central,Y,N,CAR12
DLV0055992,ORD0057638,28-05-2024,01-06-2024,03-06-2024,Delivered,Central,Y,N,CAR01
DLV0055993,ORD0057639,10-06-2024,14-06-2024,13-06-2024,Delivered,Central,Y,N,CAR14
DLV0055994,ORD0057640,16-06-2024,20-06-2024,18-06-2024,Delivered,Central,Y,N,CAR05
DLV0055995,ORD0057641,29-08-2024,02-09-2024,02-09-2024,Delivered,Central,Y,N,CAR04
DLV0055996,ORD0057642,17-09-2024,21-09-2024,20-09-2024,Delivered,Central,Y,N,CAR12
DLV0055997,ORD0057643,06-10-2024,10-10-2024,10-10-2024,Delivered,Central,Y,N,CAR10
DLV0055998,ORD0057644,17-11-2024,21-11-2024,20-11-2024,Delivered,Central,Y,N,CAR05
DLV0055999,ORD0057645,06-01-2023,11-01-2023,10-01-2023,Delivered,East,Y,N,CAR13
DLV0056000,ORD0057646,14-02-2023,19-02-2023,18-02-2023,Delivered,East,Y,N,CAR04
DLV0056001,ORD0057647,16-02-2023,21-02-2023,01-03-2023,Delivered,East,Y,N,CAR12
DLV0056002,ORD0057648,06-06-2023,11-06-2023,10-06-2023,Delivered,East,Y,N,CAR12
DLV0056003,ORD0057649,20-07-2023,25-07-2023,01-08-2023,Delivered,East,Y,N,CAR08
DLV0056004,ORD0057650,05-09-2023,10-09-2023,13-09-2023,Delivered,East,Y,N,CAR10
DLV0056005,ORD0057651,12-10-2023,17-10-2023,19-10-2023,Delivered,East,Y,N,CAR04
DLV0056006,ORD0057652,21-10-2023,26-10-2023,26-10-2023,Delivered,East,Y,N,CAR14
DLV0056007,ORD0057653,27-10-2023,01-11-2023,31-10-2023,Delivered,East,Y,N,CAR12
DLV0056008,ORD0057654,22-03-2024,27-03-2024,26-03-2024,Delivered,East,Y,N,CAR07
DLV0056009,ORD0057655,13-05-2024,18-05-2024,17-05-2024,Delivered,East,Y,N,CAR09
DLV0056010,ORD0057656,16-05-2024,21-05-2024,20-05-2024,Delivered,East,Y,Y,CAR09
DLV0056011,ORD0057657,30-05-2024,04-06-2024,10-06-2024,Delivered,East,Y,N,CAR12
DLV0056012,ORD0057658,02-06-2024,07-06-2024,09-06-2024,Delivered,East,Y,N,CAR15
